queue,league,club,club_tm_id,player,player_tm_id,dob,fm_id,fifa_id,native_club_id,target_club_id,identity_method,profile_present,current_employer_explicit,profile_current_employer_tm_id,profile_current_employer,profile_joined,profile_contract_until,loan_owner_tm_id,loan_owner,owner_contract_until,profile_source_url,profile_source_sha256,profile_source_status,event_count,event_ids,event_types,event_dates,event_old_clubs,event_new_clubs,event_source_urls,event_source_sha256s,event_source_statuses,event_evidence_status,source_fields_status,missing_fields,escalation,queue_source_url,queue_source_sha256,source_hash_validation,snapshot_date
TYPED_CONDITION,ENG1,Chelsea,631,Teddy Sharman-Lowe,731466,2003-03-30,259494,257126,917515,917513,DOB_NAME,YES,YES,631,FC Chelsea,2026-01-19,2028-06-30,,,,https://www.transfermarkt.de/teddy-sharman-lowe/profil/spieler/731466,0a020b0d44496089b9af6ee844b18ed8e110def21e494d3a38ba5efb2d47a32b,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fc-chelsea/kader/verein/631/saison_id/2026/plus/1,654f4cd4c0ce8c73da8a919c8a23c05e00fc473650df3999c3441d42c128ae64,654f4cd4c0ce8c73da8a919c8a23c05e00fc473650df3999c3441d42c128ae64:CACHED_BYTES_MATCH | 0a020b0d44496089b9af6ee844b18ed8e110def21e494d3a38ba5efb2d47a32b:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Hull City,3008,Paddy McNair,167268,1995-04-27,301431,213697,6239520,917532,DOB_NAME,YES,YES,3008,Hull City,2026-01-28,2027-06-30,,,,https://www.transfermarkt.de/paddy-mcnair/profil/spieler/167268,31f360a6a55387b2ac1af2d05c3b2b589e19342c14111afa0500c6fb1f44179d,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db:CACHED_BYTES_MATCH | 31f360a6a55387b2ac1af2d05c3b2b589e19342c14111afa0500c6fb1f44179d:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Liverpool,31,Harvey Davies,706815,2003-09-03,267822,271977,917613,917509,DOB_NAME,YES,YES,31,FC Liverpool,2024-07-01,2027-06-30,,,,https://www.transfermarkt.de/harvey-davies/profil/spieler/706815,48240c4cb366f376333d8b6e2c72e4546e6298051055bccfac91e700abfc4a35,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789:CACHED_BYTES_MATCH | 48240c4cb366f376333d8b6e2c72e4546e6298051055bccfac91e700abfc4a35:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Sunderland,289,Jocelin Ta Bi,1322090,2005-02-09,114549,0,1703940,917524,DOB_NAME,YES,YES,289,AFC Sunderland,2026-01-16,2030-06-30,,,,https://www.transfermarkt.de/jocelin-ta-bi/profil/spieler/1322090,868f5a24b64cc4ca0587cbee02a25531be08e6ed8541592fd522eabc32743117,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/afc-sunderland/kader/verein/289/saison_id/2026/plus/1,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509:CACHED_BYTES_MATCH | 868f5a24b64cc4ca0587cbee02a25531be08e6ed8541592fd522eabc32743117:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ENG1,Tottenham Hotspur,148,Mykhaylo Mudryk,537860,2001-01-05,23316,246340,917513,917514,DOB_NAME,YES,YES,148,Tottenham Hotspur,2026-09-01,2027-06-30,631,FC Chelsea,2031-06-30,https://www.transfermarkt.de/mykhaylo-mudryk/profil/spieler/537860,0b2b72c6b009136d2ed50d6cbf01e436297919590047c6bb538c772b68ebbf07,CONFIRMED,2,6558180,LOAN,,FC Chelsea,Tottenham Hotspur,https://www.transfermarkt.de/premier-league/transfers/wettbewerb/GB1/saison_id/2026,dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3,CONFIRMED,AVAILABLE,SUFFICIENT_OWNER_AND_CHRONOLOGY,,,https://www.transfermarkt.de/tottenham-hotspur/kader/verein/148/saison_id/2026/plus/1,007fc11048dc50b4cfd2c580b82958bb7cc02f984af0af71c4079e53b5c71390,007fc11048dc50b4cfd2c580b82958bb7cc02f984af0af71c4079e53b5c71390:CACHED_BYTES_MATCH | 0b2b72c6b009136d2ed50d6cbf01e436297919590047c6bb538c772b68ebbf07:CACHED_BYTES_MATCH | dea85796083e3a3c441b9d8a4a6bb63799d6b5db6581c82fc0743e65e1042ee3:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,Athletic Bilbao,621,Álvaro Djaló,671649,1999-08-16,76026,271302,11927558,2949121,DOB_NAME,YES,YES,621,Athletic Bilbao,2024-07-01,2029-06-30,,,,https://www.transfermarkt.de/alvaro-djalo/profil/spieler/671649,67917e6a134258e54178c9f3500f8b3cb85515c713403157df5ec7931f24c7c3,CONFIRMED,1,5817203,LOAN_RETURN,2026-06-30,Al-Gharafa SC,Athletic Bilbao,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/athletic-bilbao/kader/verein/621/saison_id/2026/plus/1,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305,ab659443e6b62a44b52f2d2bddfbd8dfab1041e92d677f7ed9d83c4f59284305:CACHED_BYTES_MATCH | 67917e6a134258e54178c9f3500f8b3cb85515c713403157df5ec7931f24c7c3:CACHED_BYTES_MATCH | 6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,Deportivo Alavés,1108,Selu Diallo,1054931,2003-10-01,289969,278402,2949184,2949141,DOB_NAME,YES,YES,1108,Deportivo Alavés,2025-07-01,2028-06-30,,,,https://www.transfermarkt.de/selu-diallo/profil/spieler/1054931,df259ef1a808127b56e8438435be02a8149fdc1e7652e0e55d15d9bd1e069a2e,CONFIRMED,1,5832383,LOAN_RETURN,2026-06-30,Cultural Leonesa,Deportivo Alavés,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/deportivo-alaves/kader/verein/1108/saison_id/2026/plus/1,06d4598c609cd72aa3bf8bb397dd9ae34b37f736115a6b54149329247d4b6814,06d4598c609cd72aa3bf8bb397dd9ae34b37f736115a6b54149329247d4b6814:CACHED_BYTES_MATCH | df259ef1a808127b56e8438435be02a8149fdc1e7652e0e55d15d9bd1e069a2e:CACHED_BYTES_MATCH | 6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,Espanyol Barcelona,714,Roger Hinojo,1204959,2005-02-21,289961,77703,2949184,2949125,DOB_NAME,YES,YES,714,Espanyol Barcelona,2025-07-01,2030-06-30,,,,https://www.transfermarkt.de/roger-hinojo/profil/spieler/1204959,a4be811980e18cb3a937a03580b406ed9be80ed780aea032b6a3e232641a0158,CONFIRMED,1,5895426,LOAN_RETURN,2026-06-30,Cultural Leonesa,Espanyol Barcelona,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/espanyol-barcelona/kader/verein/714/saison_id/2026/plus/1,f5fd71d6b5ea7b87f29f37eb3da79bb27abc3bb54aefcdd2f5ded14c3919697d,f5fd71d6b5ea7b87f29f37eb3da79bb27abc3bb54aefcdd2f5ded14c3919697d:CACHED_BYTES_MATCH | a4be811980e18cb3a937a03580b406ed9be80ed780aea032b6a3e232641a0158:CACHED_BYTES_MATCH | 6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,FC Elche,1531,Matia Barzic,1060456,2004-05-31,289970,74559,2949184,2949148,DOB_NAME,YES,YES,1531,FC Elche,2024-07-01,2030-06-30,,,,https://www.transfermarkt.de/matia-barzic/profil/spieler/1060456,8b0f298d1404de27e769b476644b37fd0a099885175bf1a9fa4f3894cfbcb134,CONFIRMED,1,5866597,LOAN_RETURN,2026-06-30,Cultural Leonesa,FC Elche,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fc-elche/kader/verein/1531/saison_id/2026/plus/1,7770f10307d7f825180585a8f034dec01f148c375c8cddde531c5778db711b3f,7770f10307d7f825180585a8f034dec01f148c375c8cddde531c5778db711b3f:CACHED_BYTES_MATCH | 8b0f298d1404de27e769b476644b37fd0a099885175bf1a9fa4f3894cfbcb134:CACHED_BYTES_MATCH | 6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,Racing Santander,630,Jeanuël Belocian,919515,2005-02-17,277070,268622,1376261,2949137,DOB_NAME,YES,YES,630,Racing Santander,2026-09-01,2027-06-30,15,Bayer 04 Leverkusen,2029-06-30,https://www.transfermarkt.de/jeanuel-belocian/profil/spieler/919515,8502e19cbe96725c9e9d0424f59c3f95ba4506fd8c390f297058a1ca1fdb6b8a,CONFIRMED,4,6556810 | 6162782,LOAN | LOAN_RETURN,2026-06-30,Bayer 04 Leverkusen | VfL Wolfsburg,Racing Santander | Bayer 04 Leverkusen,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026 | https://www.transfermarkt.de/bundesliga/transfers/wettbewerb/L1/saison_id/2026 | https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047 | c08e4b3a81f4ba445c4d8343c0dd6f9cfb1b5e5f12689978c0e5485f5030360a | 8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,CONFIRMED,AVAILABLE,SUFFICIENT_OWNER_AND_CHRONOLOGY,,,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f:CACHED_BYTES_MATCH | 8502e19cbe96725c9e9d0424f59c3f95ba4506fd8c390f297058a1ca1fdb6b8a:CACHED_BYTES_MATCH | 6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047:CACHED_BYTES_MATCH | c08e4b3a81f4ba445c4d8343c0dd6f9cfb1b5e5f12689978c0e5485f5030360a:CACHED_BYTES_MATCH | 8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,Rayo Vallecano,367,Raúl de Tomás,162038,1994-10-17,76268,210315,11927560,2949171,DOB_NAME,YES,YES,367,Rayo Vallecano,2022-09-13,2027-06-30,,,,https://www.transfermarkt.de/raul-de-tomas/profil/spieler/162038,edcbd992a89f177da0ec8be6e1147ca9aaaf404121526e5577bc3abcd3c6df21,CONFIRMED,1,5795743,LOAN_RETURN,2026-06-30,Al-Wakrah SC,Rayo Vallecano,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/rayo-vallecano/kader/verein/367/saison_id/2026/plus/1,945e316b848fb80d68f32d656465507e02c2d1e27c5c09a417f4276059bd0960,945e316b848fb80d68f32d656465507e02c2d1e27c5c09a417f4276059bd0960:CACHED_BYTES_MATCH | edcbd992a89f177da0ec8be6e1147ca9aaaf404121526e5577bc3abcd3c6df21:CACHED_BYTES_MATCH | 6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,UD Levante,3368,Paco Cortés,1232057,2007-08-11,289971,72563,2949184,2949128,DOB_NAME,YES,YES,3368,UD Levante,2025-07-01,2028-06-30,,,,https://www.transfermarkt.de/paco-cortes/profil/spieler/1232057,50fd10b2d67a4287edb6382c3eb0eb4894a398615fe23d01ca94132c01129a40,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775:CACHED_BYTES_MATCH | 50fd10b2d67a4287edb6382c3eb0eb4894a398615fe23d01ca94132c01129a40:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,ESP1,UD Levante,3368,Thiago Fernández,1127730,2004-04-03,212122,275205,3407878,2949128,DOB_NAME,YES,YES,3368,UD Levante,2026-08-11,2027-06-30,1050,FC Villarreal,2031-06-30,https://www.transfermarkt.de/thiago-fernandez/profil/spieler/1127730,188257f9df747ba73dd6972c064ae250132b2462589378e71b28c31e5f273e22,CONFIRMED,3,6138046 | 6495691,LOAN_RETURN | LOAN,2026-06-30,Real Oviedo | FC Villarreal,FC Villarreal | UD Levante,https://www.transfermarkt.de/laliga/transfers/wettbewerb/ES1/saison_id/2026,6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047,CONFIRMED,AVAILABLE,SUFFICIENT_OWNER_AND_CHRONOLOGY,,,https://www.transfermarkt.de/ud-levante/kader/verein/3368/saison_id/2026/plus/1,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775,53cacbbeea38cb2a390a7eeec2d36d336b94cb75602793ff1a9bacce28891775:CACHED_BYTES_MATCH | 188257f9df747ba73dd6972c064ae250132b2462589378e71b28c31e5f273e22:CACHED_BYTES_MATCH | 6a528989c7bb78680fac9ebd978e8569f74adc549afa1e6b1259c53ff8c8e047:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,AJ Auxerre,290,Eros Maddy,412934,2001-02-05,272837,255216,1179687,1179654,DOB_NAME,YES,YES,290,AJ Auxerre,2023-07-25,2027-06-30,,,,https://www.transfermarkt.de/eros-maddy/profil/spieler/412934,826a641f1338a546b3607c71c027a177235ef4092c6ae92169c9dcd05c176dac,CONFIRMED,1,5909130,LOAN_RETURN,2026-06-30,Stade Laval,AJ Auxerre,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2:CACHED_BYTES_MATCH | 826a641f1338a546b3607c71c027a177235ef4092c6ae92169c9dcd05c176dac:CACHED_BYTES_MATCH | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,AJ Auxerre,290,Rayan Mandengue,1119338,2006-01-06,70807,0,1179865,1179654,DOB_NAME,YES,YES,290,AJ Auxerre,2026-07-01,2028-06-30,,,,https://www.transfermarkt.de/rayan-mandengue/profil/spieler/1119338,260b1632fdcf1a6202ecfd78883a79adbe17bb3245454734dcbe9c834d0f378c,CONFIRMED,1,6477220,PERMANENT,,AJ Auxerre B,AJ Auxerre,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2:CACHED_BYTES_MATCH | 260b1632fdcf1a6202ecfd78883a79adbe17bb3245454734dcbe9c834d0f378c:CACHED_BYTES_MATCH | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,AJ Auxerre,290,Romain Faivre,555076,1998-07-14,77116,242577,11993105,1179654,DOB_NAME,YES,YES,290,AJ Auxerre,2026-01-15,2027-06-30,989,AFC Bournemouth,2028-06-30,https://www.transfermarkt.de/romain-faivre/profil/spieler/555076,844188d712c46737a12be0e807bedbb5790276f024b638e43bec6b5e1590f064,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,SUFFICIENT_OWNER_AND_CHRONOLOGY,,,https://www.transfermarkt.de/aj-auxerre/kader/verein/290/saison_id/2026/plus/1,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2,bc56be6a329e8d45adc245c1a0891dc5af443b78ade6319a110e2ae8c5f635c2:CACHED_BYTES_MATCH | 844188d712c46737a12be0e807bedbb5790276f024b638e43bec6b5e1590f064:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,FC Le Mans,1164,Lucas Bretelle,941561,2002-04-17,236277,79497,471041,1179682,DOB_NAME,YES,YES,1164,FC Le Mans,2026-01-02,2029-06-30,,,,https://www.transfermarkt.de/lucas-bretelle/profil/spieler/941561,5475241878a66eeb67c3185663635fa6277c400968e40461bf33b3b51cea3776,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/fc-le-mans/kader/verein/1164/saison_id/2026/plus/1,3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c,3a1590b4702d0adc2e4906566f51e78d043b0e625e92b825b4e3d1a572fd483c:CACHED_BYTES_MATCH | 5475241878a66eeb67c3185663635fa6277c400968e40461bf33b3b51cea3776:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,Le Havre AC,738,Ismaïl Bouneb,986286,2006-06-07,70804,279632,1179865,1179681,DOB_NAME,YES,YES,738,Le Havre AC,2024-07-03,2028-06-30,,,,https://www.transfermarkt.de/ismail-bouneb/profil/spieler/986286,940d1596eb825d2875041398e8f4056c11d3cb8ad9baf1eed6a02c18c6b251ee,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/le-havre-ac/kader/verein/738/saison_id/2026/plus/1,c689367405332b2d53df382c7e86172b8f1c4f1721cf694d45fd4f70cea2659b,c689367405332b2d53df382c7e86172b8f1c4f1721cf694d45fd4f70cea2659b:CACHED_BYTES_MATCH | 940d1596eb825d2875041398e8f4056c11d3cb8ad9baf1eed6a02c18c6b251ee:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,OGC Nizza,417,Teddy Boulhendi,789419,2001-04-09,70441,257235,1179952,1179666,DOB_NAME,YES,YES,417,OGC Nizza,2020-07-01,2027-06-30,,,,https://www.transfermarkt.de/teddy-boulhendi/profil/spieler/789419,7a2baaf368abc87ba7c4ee4099d54552a7c6ed15e23df70f2fe1e804b3295228,CONFIRMED,1,5848209,LOAN_RETURN,2026-06-30,Football Bourg-en-Bresse Péronnas 01,OGC Nizza,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/ogc-nizza/kader/verein/417/saison_id/2026/plus/1,fa8bf3199dee38b93fc1d2e4928a2bb5030c6ffeaf55062823a2f597c4d5e7c7,fa8bf3199dee38b93fc1d2e4928a2bb5030c6ffeaf55062823a2f597c4d5e7c7:CACHED_BYTES_MATCH | 7a2baaf368abc87ba7c4ee4099d54552a7c6ed15e23df70f2fe1e804b3295228:CACHED_BYTES_MATCH | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,Olympique Marseille,244,Derek Cornelius,328609,1997-11-25,288903,243009,2752517,1179662,DOB_NAME,YES,YES,244,Olympique Marseille,2024-08-04,2028-06-30,,,,https://www.transfermarkt.de/derek-cornelius/profil/spieler/328609,fe235c6e6648cadf2a7811ef245ff1625484cbd35fd4ba9fcaebb9d66d7382bb,CONFIRMED,0,,,,,,,,,NO_MATCHING_TRANSFER_EVENT,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/olympique-marseille/kader/verein/244/saison_id/2026/plus/1,396bafe2d9c3b4d9b119eeed3b57cce931c5cde8d44db40d16d53907d2b04ec7,396bafe2d9c3b4d9b119eeed3b57cce931c5cde8d44db40d16d53907d2b04ec7:CACHED_BYTES_MATCH | fe235c6e6648cadf2a7811ef245ff1625484cbd35fd4ba9fcaebb9d66d7382bb:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,Paris FC,10004,Yoan Koré,914539,2004-11-16,282198,266205,2949133,1179855,DOB_NAME,YES,YES,10004,Paris FC,2023-01-01,2027-06-30,,,,https://www.transfermarkt.de/yoan-kore/profil/spieler/914539,016bf9cbbd6cc69b9831a2773da47dba05bbbc051b23b367391fda427c96530a,CONFIRMED,1,6160447,LOAN_RETURN,2026-06-30,Amiens SC,Paris FC,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/paris-fc/kader/verein/10004/saison_id/2026/plus/1,918d2aff0a7fb688e4b1b4c1d1b11dd1561f1315bcb6ee5c80e8dfe1b4333cc3,918d2aff0a7fb688e4b1b4c1d1b11dd1561f1315bcb6ee5c80e8dfe1b4333cc3:CACHED_BYTES_MATCH | 016bf9cbbd6cc69b9831a2773da47dba05bbbc051b23b367391fda427c96530a:CACHED_BYTES_MATCH | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,RC Lens,826,Souleymane Sagnan,1160378,2005-05-06,70291,0,1179660,1179664,DOB_NAME,YES,YES,826,RC Lens,2025-07-09,2030-06-30,,,,https://www.transfermarkt.de/souleymane-sagnan/profil/spieler/1160378,22f80f1622b8b4b68d31004c9e6e9f8f0c52704056f406ba0668cc6aa7c4f118,CONFIRMED,1,5907343,LOAN_RETURN,2026-06-30,SM Caen,RC Lens,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8:CACHED_BYTES_MATCH | 22f80f1622b8b4b68d31004c9e6e9f8f0c52704056f406ba0668cc6aa7c4f118:CACHED_BYTES_MATCH | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b:CACHED_BYTES_MATCH,2026-09-12
TYPED_CONDITION,FRA1,Racing Straßburg,667,Pape Demba Diop,949113,2003-09-04,274307,271721,1376258,1179667,DOB_NAME,YES,YES,667,Racing Straßburg,2025-07-01,2030-06-30,,,,https://www.transfermarkt.de/pape-demba-diop/profil/spieler/949113,a4768b7ac757f0d8ca87be20adc22e5bc1aa5b36f522938400e5b85acce953c4,CONFIRMED,2,6102628,LOAN_RETURN,2026-06-30,FC Toulouse,Racing Straßburg,https://www.transfermarkt.de/ligue-1/transfers/wettbewerb/FR1/saison_id/2026,d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b,CONFIRMED,AVAILABLE,MISSING_FIELDS,loan_owner_tm_id | owner_contract_until,Sol,https://www.transfermarkt.de/racing-strassburg/kader/verein/667/saison_id/2026/plus/1,fccce58645fe78054a145422d6552e5063a2af42aa0162b26c1d373f842bfa0c,fccce58645fe78054a145422d6552e5063a2af42aa0162b26c1d373f842bfa0c:CACHED_BYTES_MATCH | a4768b7ac757f0d8ca87be20adc22e5bc1aa5b36f522938400e5b85acce953c4:CACHED_BYTES_MATCH | d0bdedb0ffa3ae6d9bd09c12fb5a85d4118138f6388ab0440cf2ba38e857b62b:CACHED_BYTES_MATCH,2026-09-12
