row_id,decision,technical_action,implementation_status,native_fm_id,detail
FM27-37646cc1a5db41bf573e66df,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,293734,MOVE_PRESERVE_METADATA
FM27-37821f6c507a7aec5d87d733,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,280344,MOVE_PRESERVE_METADATA
FM27-37f5f62c947eceac0a83c013,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,283460,Lucas Lopes Beraldo
FM27-384cc4138558480ae3d0dc84,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,22792,MOVE_PRESERVE_METADATA
FM27-386d4f1fcc6fbefa5ee615a4,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,276696,MOVE_PRESERVE_METADATA
FM27-388419e764f5540974879953,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,233111,MOVE_PRESERVE_METADATA
FM27-39bbbb02d2296f5c085a464b,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,11498,MOVE_PRESERVE_METADATA
FM27-39c3821ee56c3e6f3da3b1cc,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,154993,MOVE_PRESERVE_METADATA
FM27-3a3ca801ff48c420a142744d,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,231190,MOVE_PRESERVE_METADATA
FM27-3a44391ba8e6788077985333,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-3b738acc3b58b70385bf3f54,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,222786,MOVE_PRESERVE_METADATA
FM27-3b942518784a134cc5474aa8,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11556,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-3c9e04616a101200260024ea,ESCALATE_TECHNICAL,CLEAR_STALE_LOAN_KEEP_TARGET,STAGED_TECHNICAL,269972,RESOLVE_EXPIRED_LOAN
FM27-3d5d04049a95479d3e80808c,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-3d8f55caece9bff4f06193c7,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-3e8e553778701f9d1d735d46,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-3eb1a1e9b96eb20cba25e88b,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,200582,MOVE_PRESERVE_METADATA
FM27-3f01e6077f6d1de6355812cf,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,293407,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-3f48477bd6469cb450c4b93d,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,286284,MOVE_PRESERVE_METADATA
FM27-3f5695161da45837dadf7d0e,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,212258,SQUAD
FM27-3fac8dfee9e1de01b0fff607,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,1000018395,MOVE_PRESERVE_METADATA
FM27-3faf775a2c0434892c2ee790,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-3ffd3813d5f125d85a463b53,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,272306,MOVE_PRESERVE_METADATA
FM27-40219c30887b60ece6f11377,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,148921,RESOLVE_EXPIRED_LOAN
FM27-40295355978e2c9a952a2732,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,1000013460,MOVE_PRESERVE_METADATA
FM27-408a045f8122383c1224650e,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,276084,MOVE_PRESERVE_METADATA
FM27-410cc8f1f68f5b15abfd5e8a,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,11258,MOVE_PRESERVE_METADATA
FM27-413d9e7a6c90c08d2c955eec,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,286885,Jean-Baptiste Gorby
FM27-41433d7dd2a05a37fab3bd8d,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-42b246bebdfda6f4cc30fe74,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,283485,MOVE_PRESERVE_METADATA
FM27-433075700fb6b410f9387c65,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,295815,MOVE_PRESERVE_METADATA
FM27-44ad4dadc31cbd1a3bc94c4c,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,271442,MOVE_PRESERVE_METADATA
FM27-44e40f12c9f2dd36e355eba5,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,284502,MOVE_PRESERVE_METADATA
FM27-452ecb364dbdb5f324a3ce22,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,23756,MOVE_PRESERVE_METADATA
FM27-458988276a30d78e1b3c3aeb,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,293940,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-4795297f61f10eac5ef7de4f,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,272442,MOVE_PRESERVE_METADATA
FM27-479574459f81b0ade32cdd54,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,275318,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-47e71b94e36cc19393558883,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-4806b8bf9a314443e5a80d65,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,282407,SQUAD
FM27-489808efe1ade48c2186005d,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,295300,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-48a39e80ae92bb0ecad7ca9a,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,278488,MOVE_PRESERVE_METADATA
FM27-490bc4056a8010dfaf16e1ee,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,153208,MOVE_PRESERVE_METADATA
FM27-49b8c246edde6d364ee0a2a8,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,295604,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-49f810fbbc38d20d11181693,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,261742,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-4aa4495b397d5dce30a1f0ed,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,201527,MOVE_PRESERVE_METADATA
FM27-4b40b80391feec2c11d02d4c,NONBLOCKING,,RESOLVED_NO_CHANGE,291366,RESOLVED
FM27-4b60667938f4f8bff27e0b66,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,24129,MOVE_PRESERVE_METADATA
FM27-4bda925bb66312dcbe20c068,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11335,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-4bfcb1ba1dd326b0cec6bb3f,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,200205,MOVE_PRESERVE_METADATA
FM27-4c5fc7f64293e999bbc454d5,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,282490,MOVE_PRESERVE_METADATA
FM27-4c88d6f6a1a0a31c21b585f2,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11422,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-4d45a5ded489cdcc3f6a0b12,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,177626,MOVE_PRESERVE_METADATA
FM27-4d5cbfd5f590c3b3067dcb8e,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,279850,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-4e78a4040855479e37495012,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-4e7f7b03a9929d5531a17513,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,280811,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-4edb4527ed133d90f36f454e,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,293400,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-4f4b14f65a2e01ea1f4c6d5d,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-50a6b7e6d6edb473118689e6,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,295470,SQUAD
FM27-50bd18c646817442157b6659,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,275665,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-51cbccaaa5e57e69f19403c8,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,296014,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-51dddd7834430e1baaecf48b,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-520f201cd4f479c9fd0f6b5c,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,275171,MOVE_PRESERVE_METADATA
FM27-5225e5ca90c6d86dc9aad597,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-52c9446a682812ac6c65f0cb,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,296594,MOVE_PRESERVE_METADATA
FM27-52de27cc7f233d2d0e3a573e,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-548f8180244cbff767d3df19,ESCALATE_TECHNICAL,CLEAR_STALE_LOAN_KEEP_TARGET,STAGED_TECHNICAL,11317,RESOLVE_EXPIRED_LOAN
FM27-54e4d930023d233ca0e0d082,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-5595ddc15451879dc30423ed,ESCALATE_TECHNICAL,APPLY_CONFIRMED_TIMELINE_WITH_GUARD_REPAIR,TECHNICAL_BLOCKER,136463,Local confirmed timeline says loan end 2030-06-30 after owner contract 2027-06-30; exact loan end cannot be synthesized safely.
FM27-55d0dc415421a558f1da8ca8,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,283828,Carlos Benavídez
FM27-561d02e9a6820c801cf7572b,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-56296507350f1421269f379d,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-564c981f19c8a9da89697af6,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,293128,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-571c339b39a3b79b2870ddee,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-57554062caf31e252da76807,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-584d44ac5a1768175568acce,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-59182bf2ea34fac4de4da682,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,235338,MOVE_PRESERVE_METADATA
FM27-5a351901669245e456b4b134,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,235158,MOVE_PRESERVE_METADATA
FM27-5ab7c3ef36f2711e513553b9,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,257159,RESOLVE_EXPIRED_LOAN
FM27-5b5942d167ea7c8d4a43a49e,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,270191,MOVE_PRESERVE_METADATA
FM27-5b6a753a7f4d8eaae8c77e05,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,275707,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-5bb7af104350569eb110dfc5,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,283154,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-5bea8a0cd31b37336c43573e,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,23757,SQUAD
FM27-5c3270b168052f588cedeb4f,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,201500,Local candidate fm_id 201500 is not strong enough for a duplicate-safe bridge.
FM27-5c6240d8e1d371dd691e5291,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,273121,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-5d2bbfb4fbfe54c7b4448578,NONBLOCKING,,RESOLVED_NO_CHANGE,177659,RESOLVED
FM27-5df8e3a9bbe43ec8c56d6b9e,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,11562,MOVE_PRESERVE_METADATA
FM27-5e929bf7fa90812250f31578,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-5e9624034d1c42b1f1aaaa5a,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,221334,MOVE_PRESERVE_METADATA
FM27-5fa3faff92231634c45f8433,ESCALATE_TECHNICAL,APPLY_CONFIRMED_TIMELINE_WITH_GUARD_REPAIR,TECHNICAL_BLOCKER,285159,Local confirmed timeline says loan end 2030-06-30 after owner contract 2027-06-30; exact loan end cannot be synthesized safely.
FM27-601a7c7acd9c760b6cb6410c,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,271752,Jesse Edem Tugbenyo
FM27-601fbe5cfd24a77945dc8b1a,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,TECHNICAL_BLOCKER,200297,Local candidate fm_id 200297 is not strong enough for a duplicate-safe bridge.
FM27-604ae84fed600b76a13e4645,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,274346,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-6160d4599e790553f4a1e0b7,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,288748,SQUAD
FM27-61848961e6d37e8efca778f7,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-62965c95be19e5204f8b9561,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,276299,MOVE_PRESERVE_METADATA
FM27-65fbef0d5ccc03fd0eb8b938,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,262626,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-66232c4645f848ca86b86693,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_CREATE,1000024902,Diabate
FM27-66275737cfb962f84258643b,ESCALATE_TECHNICAL,APPLY_CONFIRMED_TIMELINE_WITH_GUARD_REPAIR,TECHNICAL_BLOCKER,287701,Local confirmed timeline says loan end 2029-06-30 after owner contract 2027-06-30; exact loan end cannot be synthesized safely.
FM27-6630e28696ab8e94ebd295bc,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,275784,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-66432f694aa0182e391ac95d,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-66922401988ce4f54c6127dd,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,266490,RESOLVE_EXPIRED_LOAN
FM27-6704a57b047bcdf3734f8513,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,6440,SQUAD
FM27-6772e32e627a533beca72e61,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,11473,MOVE_PRESERVE_METADATA
FM27-681ee85090f38a0ed1011ff1,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,280196,MOVE_PRESERVE_METADATA
FM27-69517808e08315a655602c30,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,291027,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-6958bd7e7e0bdc743b5e204a,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,292155,Mousa Tamari
FM27-699f06535f53dca1703632c1,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,277062,Ezequiel Fernández
FM27-6a3bb8fa3488df57ecad827b,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,237699,RESOLVE_EXPIRED_LOAN
FM27-6aded435fa79092151c393f1,ESCALATE_TECHNICAL,SET_CURRENT_LOAN_PRESERVE_TYPED_CONDITION,STAGED_TECHNICAL,280015,REPLACE_EXPIRED_LOAN
FM27-6bdb1b1bb334f1f66c7564b4,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-6c10dbc8468cd93ad773a377,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,294870,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-6c49726655cfd66fc224440e,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,279837,MOVE_PRESERVE_METADATA
FM27-6cc74eac594bda7d58ed34ff,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,295337,MOVE_PRESERVE_METADATA
FM27-6d31dbb78c8a949ad5455dd7,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,274808,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-6d644ec03587a546f31bf704,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11331,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-6dad7550a5e7d05084ef53c4,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,290876,MOVE_PRESERVE_METADATA
FM27-6ea4edee758becfcc2748115,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,262604,MOVE_PRESERVE_METADATA
FM27-6f26dad88053d4552d35d72d,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,237038,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-6fa67131270d8e2c77b6e4e0,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-6ff909f30de6a0368bb81651,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,271938,MOVE_PRESERVE_METADATA
FM27-7056894869de2abe15a8b6cb,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,11318,MOVE_PRESERVE_METADATA
FM27-706876048f432207de57fb46,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,296488,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-71264a27d217dd17dfd5bb7e,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-717a086a3615b7b2ad94acad,APPLY,,STAGED_APPLY,301431,PRESERVE_PROTECTED_SQUAD
FM27-71d4fed72a8c01ab54124499,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,148163,MOVE_PRESERVE_METADATA
FM27-71f37dcf6424f2eabf50b246,ESCALATE_TECHNICAL,SET_CURRENT_LOAN_PRESERVE_TYPED_CONDITION,STAGED_TECHNICAL,295816,REPLACE_EXPIRED_LOAN
FM27-71fc2cddd20abe5926f0001f,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,100117,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-7267396c936f0821231611ee,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,288906,MOVE_PRESERVE_METADATA
FM27-729ba0037708e8ae2436b6ed,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,222419,Alysson Edward Franco da Rocha
FM27-72e1fc3fb7227c97ff92dbf0,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-73f21d57a7fc863344919b27,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,11923,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-751f5876ec4886dd2368d79d,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,STAGED_TECHNICAL,187821,SQUAD
FM27-7524e1962362de352b6713fa,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,267997,RESOLVE_EXPIRED_LOAN
FM27-758cef65aa0dafd73e574147,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,142923,MOVE_PRESERVE_METADATA
FM27-75ef0140ed4207b2ba898121,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-76626eb1e2d10cf84095eef8,APPLY,,STAGED_APPLY,282591,PRESERVE_PROTECTED_SQUAD
FM27-76c556e99807eba8811274e1,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,261144,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-776d9d8bba2e9c8f87ab4896,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,235334,MOVE_PRESERVE_METADATA
FM27-77d1c2b647b5fb8f1251323a,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-788996b5122dc2972f6c3c9b,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,280799,MOVE_PRESERVE_METADATA
FM27-79f741d20b4f26e0466c0b7c,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-7a290a745709d1558d1a7cc8,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,285297,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-7aaf023765f86b01a6e71a75,ESCALATE_TECHNICAL,APPLY_CONFIRMED_TIMELINE_WITH_GUARD_REPAIR,TECHNICAL_BLOCKER,291091,Local confirmed timeline says loan end 2030-06-30 after owner contract 2027-06-30; exact loan end cannot be synthesized safely.
FM27-7b0f3e0f216afa29990be124,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,277562,MOVE_PRESERVE_METADATA
FM27-7c714c05abf29b0dd47ade72,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,199975,MOVE_PRESERVE_METADATA
FM27-7cc03c84581c10032e084d90,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-7cd32066feec390cc192852f,NONBLOCKING,NO_CHANGE_NONBLOCKING_DUAL_PROFILE,RESOLVED_NO_CHANGE,286665,EXTERNALLY_RESOLVED_NONBLOCKING
FM27-7cd88da0d89bc0cfd7f6ae53,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,STAGED_IDENTITY_BRIDGE,203162,MOVE_PRESERVE_METADATA
FM27-7d22d974f97c852e2f658b51,KEEP_EXISTING,NO_CHANGE_KEEP_EXISTING,RESOLVED_NO_CHANGE,285898,EXTERNALLY_RESOLVED_NO_CHANGE
FM27-7d46635af9d53c051d6392e7,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,23589,Thomas McGill
FM27-7dc598ff0d680a0d11c95646,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-7dd19a7dfd273fc77734f479,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,223956,MOVE_PRESERVE_METADATA
FM27-7debfa00a424e6da23700796,NONBLOCKING,,RESOLVED_NO_CHANGE,286898,RESOLVED
FM27-7eed6111241436d5ffc025f2,ESCALATE_TECHNICAL,CREATE_OR_BRIDGE_IDENTITY,RESOLVED_IDENTITY_BRIDGE_NO_STATE_CHANGE,272756,Kwasi Okyere Wriedt
FM27-7f292f403ed58269ccc15e98,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,201523,MOVE_PRESERVE_METADATA
FM27-7f4e84e8277c7664b3dc9543,NONBLOCKING,,RESOLVED_NO_CHANGE,,RESOLVED
FM27-80751647d7d87674c9a404d6,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,85463,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
FM27-80a71cb7e9b443ef1dbe247c,ESCALATE_TECHNICAL,MOVE_TO_TARGET_PRESERVE_METADATA,STAGED_TECHNICAL,276326,MOVE_PRESERVE_METADATA
FM27-80a966f061ae4886d5462ffb,ESCALATE_TECHNICAL,SET_CURRENT_LOAN,TECHNICAL_BLOCKER,275305,"Native owner contract ends 2026-06-30, before resolved loan end 2027-06-30; no replacement contract date supplied."
