league,club,club_id,roster_source_status,arrivals_status,departures_status,loans_in_status,loans_out_status,missing_players_status,contracts_status,shirt_numbers_status,creation_status,confirmed_players,proposed_creations,unresolved_creations,rating_deferred_creations,sprint_eligible_creations,ready_creations,confirmed_arrivals,confirmed_departures,confirmed_loans_in,confirmed_loans_out,confirmed_loans,blocking_holds,ambiguous_records,unmatched_records,overall_status
FRA1,Paris FC,1179855,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,25,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
FRA1,Paris Saint-Germain,1179663,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,23,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD_ENOUGH
FRA1,RC Lens,1179664,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,28,0,0,0,0,0,3,0,1,0,1,0,0,0,GOOD_ENOUGH
FRA1,Racing Straßburg,1179667,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,3,0,0,0,0,0,0,0,GOOD_ENOUGH
FRA1,Stade Brest 29,1179685,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,22,1,0,0,1,1,0,0,0,0,0,1,0,0,PARTIAL
POR1,Académico Viseu FC,2494468,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,30,0,0,0,0,0,3,0,1,0,1,0,0,0,GOOD_ENOUGH
POR1,Benfica Lissabon,2490372,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,26,1,0,0,1,1,0,2,0,0,0,1,0,0,PARTIAL
POR1,CD Nacional,2490378,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,32,0,0,0,0,0,6,1,2,0,2,0,0,0,GOOD_ENOUGH
POR1,CD Santa Clara,2490388,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,25,1,0,0,1,1,8,0,0,0,0,0,0,0,GOOD_ENOUGH
POR1,CF Estrela Amadora,2490394,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,28,1,0,0,1,1,4,0,0,0,0,2,0,0,PARTIAL
POR1,CS Marítimo,2490376,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,30,0,0,0,0,0,3,0,0,0,0,1,0,0,PARTIAL
POR1,Casa Pia AC,2494469,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,27,1,0,0,1,1,2,0,0,0,0,1,0,0,PARTIAL
POR1,FC Alverca,2490393,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,33,0,0,0,0,0,6,0,0,0,0,0,0,0,GOOD_ENOUGH
POR1,FC Arouca,2494470,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,27,2,0,0,2,2,1,0,0,0,0,0,0,0,GOOD_ENOUGH
POR1,FC Famalicão,2490398,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,23,1,0,0,1,1,1,0,0,0,0,0,0,0,GOOD_ENOUGH
POR1,FC Porto,2490380,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,0,0,0,0,0,1,0,0,PARTIAL
POR1,GD Estoril Praia,2490386,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
POR1,Gil Vicente FC,2490375,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,3,0,0,0,0,0,0,0,GOOD_ENOUGH
POR1,Moreirense FC,2490377,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,29,2,0,0,2,2,2,0,1,0,1,1,0,1,PARTIAL
POR1,Rio Ave FC,2490381,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,36,0,0,0,0,0,3,1,0,0,0,0,0,0,GOOD_ENOUGH
POR1,SC Braga,2490374,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
POR1,Sporting Lissabon,2490382,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,27,0,0,0,0,0,1,2,0,0,0,0,0,0,GOOD_ENOUGH
POR1,Vitória Guimarães SC,2490397,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,28,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD_ENOUGH
NED1,ADO Den Haag,2228225,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,3,0,1,0,1,1,0,0,PARTIAL
NED1,AZ Alkmaar,2228226,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
NED1,Ajax Amsterdam,2228227,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,1,1,1,0,1,0,0,0,GOOD_ENOUGH
NED1,Excelsior Rotterdam,2228244,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,25,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
NED1,FC Groningen,2228233,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
NED1,FC Twente Enschede,2228240,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
NED1,FC Utrecht,2228241,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,31,0,0,0,0,0,4,0,1,0,1,0,0,0,GOOD_ENOUGH
NED1,Feyenoord Rotterdam,2228232,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,31,0,0,0,0,0,0,1,0,1,1,0,0,0,GOOD_ENOUGH
NED1,Fortuna Sittard,2228247,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,22,1,0,0,1,1,2,0,2,0,2,0,0,0,GOOD_ENOUGH
NED1,Go Ahead Eagles Deventer,2228248,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
NED1,NEC Nijmegen,2228235,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,29,0,0,0,0,0,1,1,1,0,1,0,0,0,GOOD_ENOUGH
NED1,PEC Zwolle,2228260,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,24,0,0,0,0,0,0,1,0,0,0,1,0,0,PARTIAL
NED1,PSV Eindhoven,2228236,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,31,0,0,0,0,0,0,2,0,0,0,0,0,0,GOOD_ENOUGH
NED1,SC Cambuur Leeuwarden,2228253,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,2,0,0,0,0,0,0,0,GOOD_ENOUGH
NED1,SC Heerenveen,2228234,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,24,0,0,0,0,0,2,1,0,0,0,0,0,0,GOOD_ENOUGH
NED1,SC Telstar,2228252,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,25,1,0,0,1,1,3,0,0,0,0,2,0,0,PARTIAL
NED1,Sparta Rotterdam,2228256,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,25,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD_ENOUGH
NED1,Willem II Tilburg,2228239,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,28,0,0,0,0,0,1,0,0,0,0,1,0,0,PARTIAL
BEL1,Cercle Brügge,458755,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,29,1,0,0,1,1,5,0,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,Club Brügge,458756,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,KAA Gent,458753,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,33,1,0,0,1,1,1,1,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,KRC Genk,458768,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,30,0,0,0,0,0,2,1,1,0,1,0,0,0,GOOD_ENOUGH
BEL1,KV Kortrijk,458781,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,28,0,0,0,0,0,0,0,0,0,0,1,0,0,PARTIAL
BEL1,KV Mechelen,458787,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,31,0,0,0,0,0,0,1,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,KVC Westerlo,458763,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,29,1,0,0,1,1,3,1,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,Lommel SK,458783,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,0,0,0,0,0,2,0,1,PARTIAL
BEL1,Oud-Heverlee Leuven,458775,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,33,2,0,0,2,2,1,1,0,0,0,1,0,0,PARTIAL
BEL1,RAAL La Louvière,471041,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,2,2,0,0,0,2,0,0,PARTIAL
BEL1,RSC Anderlecht,458766,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,33,0,0,0,0,0,1,1,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,Royal Antwerpen FC,458785,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,27,3,0,0,3,3,0,3,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,Royal Charleroi SC,458761,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,23,0,0,0,0,0,5,0,1,0,1,0,0,0,GOOD_ENOUGH
BEL1,SK Beveren,458788,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,29,1,0,0,1,1,3,0,2,0,2,0,0,0,GOOD_ENOUGH
BEL1,Standard Lüttich,458760,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,Union Saint-Gilloise,458780,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,26,1,0,0,1,1,1,1,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,VV St. Truiden,458759,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,26,1,0,0,1,1,4,1,0,0,0,0,0,0,GOOD_ENOUGH
BEL1,Zulte Waregem,458782,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,27,1,0,0,1,1,1,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Alanyaspor,3145783,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,26,1,0,0,1,1,1,1,0,0,0,1,0,1,PARTIAL
TUR1,Amed SK,3145856,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,27,0,0,0,0,0,4,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Basaksehir FK,3145841,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,30,0,0,0,0,0,2,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Besiktas JK,3145824,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,30,0,0,0,0,0,1,2,1,0,1,0,0,0,GOOD_ENOUGH
TUR1,Caykur Rizespor,3145837,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,0,0,0,1,1,0,0,0,GOOD_ENOUGH
TUR1,Corum FK,3149867,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,27,0,0,0,0,0,3,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Erzurumspor FK,3145765,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,26,1,0,0,1,1,3,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Eyüpspor,3145777,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,28,4,0,0,4,4,9,2,1,0,1,0,0,0,GOOD_ENOUGH
TUR1,Fenerbahce,3145823,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,28,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Galatasaray,3145825,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,31,0,0,0,0,0,2,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Gaziantep FK,3145773,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,29,2,0,0,2,2,2,0,0,0,0,1,0,1,PARTIAL
TUR1,Genclerbirligi Ankara,3145836,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,24,1,0,0,1,1,2,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Göztepe,3145820,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,23,0,0,0,0,0,1,2,0,0,0,1,0,0,PARTIAL
TUR1,Kasimpasa,3145843,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,30,0,0,0,0,0,3,1,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Kocaelispor,3145754,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,29,3,0,0,3,3,2,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Konyaspor,3145839,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,27,1,0,0,1,1,1,0,0,0,0,0,0,0,GOOD_ENOUGH
TUR1,Samsunspor,3145745,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,GOOD_ENOUGH,PARTIAL,NONE,27,0,0,0,0,0,3,1,0,0,0,1,0,1,PARTIAL
TUR1,Trabzonspor,3145826,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,30,0,0,0,0,0,1,0,0,0,0,0,0,0,GOOD_ENOUGH
CZE1,1.FC Slovacko,786461,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,28,1,0,0,1,1,3,1,1,0,1,0,0,0,GOOD_ENOUGH
CZE1,AC Sparta Prag,786442,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,30,0,0,0,0,0,7,3,0,0,0,0,0,0,GOOD_ENOUGH
CZE1,Bohemians Prag 1905,786453,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,29,1,0,0,1,1,3,1,0,0,0,0,0,0,GOOD_ENOUGH
CZE1,FC Banik Ostrau,786446,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,25,0,0,0,0,0,6,3,1,1,2,0,0,0,GOOD_ENOUGH
CZE1,FC Hradec Kralove,790530,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,27,0,0,0,0,0,3,2,0,0,0,0,0,0,GOOD_ENOUGH
CZE1,FC Slovan Liberec,786438,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,30,1,0,0,1,1,2,2,0,1,1,1,0,0,PARTIAL
CZE1,FC Viktoria Pilsen,786450,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,29,0,0,0,0,0,4,0,0,0,0,0,0,0,GOOD_ENOUGH
CZE1,FC Zbrojovka Brünn,786447,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,GOOD_ENOUGH,PARTIAL,NONE,30,0,0,0,0,0,10,0,1,0,1,1,0,1,PARTIAL
CZE1,FC Zlin,786445,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,NONE,32,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOD_ENOUGH
CZE1,FK Jablonec,786437,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PROPOSED_READY,27,1,0,0,1,1,2,2,0,0,0,2,0,0,PARTIAL
CZE1,FK Mlada Boleslav,786434,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,GOOD_ENOUGH,GOOD_ENOUGH,NONE,26,0,0,0,0,0,4,5,0,0,0,3,0,2,PARTIAL
CZE1,FK Pardubice,790538,COMPLETE,PARTIAL,GOOD_ENOUGH,PARTIAL,PARTIAL,PARTIAL,GOOD_ENOUGH,PARTIAL,PROPOSED_READY,29,2,0,0,2,2,4,3,0,0,0,2,0,1,PARTIAL
CZE1,FK Teplice,786443,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,32,0,0,0,0,0,5,0,0,0,0,0,0,0,GOOD_ENOUGH
CZE1,SK Artis Brünn,790564,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,33,0,0,0,0,0,10,1,2,0,2,0,0,0,GOOD_ENOUGH
CZE1,SK Sigma Olmütz,786439,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,31,0,0,0,0,0,7,4,1,1,2,0,0,0,GOOD_ENOUGH
CZE1,SK Slavia Prag,786441,COMPLETE,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,GOOD_ENOUGH,PARTIAL,NONE,29,0,0,0,0,0,3,6,0,2,2,0,0,0,GOOD_ENOUGH
