queue,blocking,reason,league,club,club_tm_id,player,player_tm_id,dob,fm_id,fifa_id,native_club_id,target_club_id,identity_method,source,source_sha256,snapshot_date,classification
,NO,,CZE1,SK Sigma Olmütz,2311,Michal Beran,664456,2000-08-22,297568,0,786439,786439,DOB_NAME,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Sigma Olmütz,2311,Péter Baráth,616948,2002-02-21,148163,268098,2424906,786439,DOB_NAME,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Sigma Olmütz,2311,Stéphane Noumbissie,1133943,2006-12-25,288748,0,1179665,786439,DOB_NAME,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Sigma Olmütz,2311,Tomas Huk,181612,1994-12-22,297574,251364,786439,786439,DOB_NAME,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Sigma Olmütz,2311,Vaclav Sejk,629777,2002-05-18,291000,265701,2228234,786439,DOB_NAME,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Sigma Olmütz,2311,Vaclav Zahradnicek,1115586,2006-02-26,297606,0,786439,786439,DOB_NAME,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Slavia Prag,62,Adonija Ouanda,1157676,2005-04-30,210416,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Ange N'Guessan,804799,2003-09-01,11214,273928,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Danijel Sturm,421758,1999-01-04,178492,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,David Jurásek,500054,2000-08-07,199892,267594,3145824,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Slavia Prag,62,David Moses,1001305,2004-01-20,295790,76098,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,David Zima,544149,2000-11-08,295779,255687,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Elias Pitak,991036,2006-03-28,295814,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Slavia Prag,62,Emmanuel Ayaosi,985844,2004-10-28,11257,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Hamidou Kante,1379813,2004-12-18,11915,0,790564,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Slavia Prag,62,Igoh Ogbu,567738,2000-02-08,295772,242635,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Ivan Schranz,108416,1993-09-13,295783,263287,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Jakub Kolisek,1078215,2007-08-14,295804,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Slavia Prag,62,Jakub Markovic,486605,2001-07-13,295788,252179,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Lukas Provod,292779,1996-10-23,295770,253727,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Michal Sadílek,321204,1999-05-31,295782,245209,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Mikulas Konecny,765094,2006-06-02,11563,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Mojmír Chytil,405855,1999-04-29,295778,274906,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Mubarak Suleiman,1457962,2007-04-13,295811,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Slavia Prag,62,Nazar Domchak,1161403,2007-04-06,205774,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Ondrej Kolar,189630,1994-10-17,295793,244467,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Oskar Kubiak,1292977,2006-09-25,150575,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Pavel Kacor,995525,2006-09-12,11265,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Samuel Isife,1372515,2004-07-13,11503,0,790532,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,NATIVE_DELTA
,NO,,CZE1,SK Slavia Prag,62,Stepan Chaloupek,944827,2003-03-08,295791,73456,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Tomas Chory,198614,1995-01-26,295773,244793,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Tomas Holes,216278,1993-03-31,295776,251116,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Tomas Vlcek,534568,2001-02-28,295787,248169,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Toumani Diakite,1381483,2006-01-19,11228,0,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,CZE1,SK Slavia Prag,62,Wiktor Nowak,1018224,2004-09-20,149164,77592,786441,786441,DOB_NAME,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Adam Smith,61841,1991-04-29,258543,190885,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Adrien Truffert,654539,2001-11-20,258536,256769,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Alex Scott,855256,2003-08-21,258541,261299,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Alex Tóth,998101,2005-10-23,107259,70903,1507348,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,NATIVE_DELTA
,NO,,ENG1,AFC Bournemouth,989,Amine Adli,532776,2000-05-10,258538,255223,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,António Silva,650568,2003-10-30,288121,270086,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Bafodé Diakité,463605,2001-01-06,258542,246565,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Ben Gannon-Doak,719673,2005-11-11,258544,266815,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Ben Winterburn,854721,2004-09-04,265834,75839,917573,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,NATIVE_DELTA
,NO,,ENG1,AFC Bournemouth,989,Daniel Jebbison,746740,2003-08-13,24417,262227,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,David Brooks,277033,1997-07-08,258540,220196,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Djordje Petrovic,465555,1999-10-08,258535,269626,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Evanilson,711337,1999-10-06,258531,256612,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Fraser Forster,52570,1988-03-17,1000013240,172203,0,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,NATIVE_DELTA
,NO,,ENG1,AFC Bournemouth,989,James Hill,611793,2002-01-10,258548,248492,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Julio Soler,1009658,2005-02-16,258549,269796,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Julián Araujo,513970,2001-08-13,258547,247678,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Justin Kluivert,330659,1999-05-05,258530,236920,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Lewis Cook,249089,1997-02-03,258533,224294,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Marcus Tavernier,399434,1999-03-22,258539,237477,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Max Aarons,471690,2000-01-04,288893,240060,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Michele Di Gregorio,301238,1997-07-27,278349,235840,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,NATIVE_DELTA
,NO,,ENG1,AFC Bournemouth,989,Rayan,1012564,2006-08-03,222045,0,3538951,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,NATIVE_DELTA
,NO,,ENG1,AFC Bournemouth,989,Ryan Christie,188077,1995-02-22,258534,213884,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Tyler Adams,332705,1999-02-14,258532,232999,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Veljko Milosavljevic,989112,2007-06-28,258551,81319,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,AFC Bournemouth,989,Álvaro Rodríguez,948275,2004-07-14,283906,272445,917553,917553,DOB_NAME,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Bruno Guimarães,520624,1997-11-16,23389,247851,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Bukayo Saka,433177,2001-09-05,257401,246669,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Christos Tzolis,451677,2002-01-30,235048,256948,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Cristhian Mosquera,646750,2004-06-27,257421,264846,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,David Raya,262749,1995-09-15,257407,220901,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Declan Rice,357662,1999-01-14,257400,234378,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Eberechi Eze,479999,1998-06-29,257413,235794,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Ezri Konsa,413403,1997-10-23,261104,227678,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Gabriel,435338,1997-12-19,257404,232580,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Illan Meslier,542586,2000-03-02,23838,242656,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Jurriën Timber,420243,2001-06-17,257414,251805,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Kai Havertz,309400,1999-06-11,257406,235790,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Kepa Arrizabalaga,192279,1994-10-03,257420,206585,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Martin Ødegaard,316264,1998-12-17,257403,222665,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Martín Zubimendi,423440,1999-02-02,257408,248148,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Max Dowman,1187629,2009-12-31,257478,0,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,NATIVE_DELTA
,NO,,ENG1,Arsenal,11,Mikel Merino,338424,1996-06-22,257417,225193,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Myles Lewis-Skelly,890721,2006-09-26,257419,278773,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Noni Madueke,503987,2002-03-10,257415,254796,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Piero Hincapié,659813,2002-01-09,257418,256197,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Riccardo Calafiori,502821,2002-05-19,257416,257711,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,Viktor Gyökeres,325443,1998-06-04,257405,241651,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
,NO,,ENG1,Arsenal,11,William Saliba,495666,2001-03-24,257402,243715,917505,917505,DOB_NAME,https://www.transfermarkt.de/fc-arsenal/kader/verein/11/saison_id/2026/plus/1,0a651bf929057db7f1dbbe4529cc7f612bb8971a26a0e97c6367450f71960375,2026-09-12,CURRENT_COVERED
