league,player,player_tm_id,fm_id,fifa_id,dob,old_native_club_id,new_native_club_id,current_club,current_club_tm_id,known_join,public_contract_end,old_native_contract_end,event_id,event_date,event_old_club_tm_id,event_new_club_tm_id,roster_profile_agree,identity_method,source_confidence,primary_source,primary_source_sha256,roster_source,roster_source_sha256,profile_source,profile_source_sha256,event_source,event_source_sha256,snapshot_date,status,policy_reason
GER1,Clemens Lippmann,1148887,269699,76291,2006-06-29,1376291,1376421,SC Paderborn 07,127,2026-07-01,,2026-06-30,6329803,,72,127,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde,https://www.transfermarkt.de/clemens-lippmann/profil/spieler/1148887,6490d15c7c16b995a8b883b6599550a7db8a215cdca1a039903db819c77fcb41,https://www.transfermarkt.de/bundesliga/transfers/wettbewerb/L1/saison_id/2026,c08e4b3a81f4ba445c4d8343c0dd6f9cfb1b5e5f12689978c0e5485f5030360a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER1,Jano ter Horst,606113,276088,276287,2002-06-19,1376419,1376421,SC Paderborn 07,127,2026-07-01,,2026-06-30,6367290,,91,127,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde,https://www.transfermarkt.de/jano-ter-horst/profil/spieler/606113,e46fdd561b883132653eed52e758adb9164d072cf198af3814d282685e63a044,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER1,Oliver Batista Meier,406614,276085,244024,2001-02-16,1376419,1376421,SC Paderborn 07,127,2026-07-01,,2026-06-30,6381579,,91,127,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sc-paderborn-07/kader/verein/127/saison_id/2026/plus/1,2bc1c2dc6af19cdfe4c15f929f45c9c1b3aeb6d1349fe49c0cbceca9a06d7cde,https://www.transfermarkt.de/oliver-batista-meier/profil/spieler/406614,09fa557d8c615779871055e428445ff0625c608c48c148b20cd7e2365be0da89,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER1,Dariusz Stalmach,826795,276326,265580,2005-12-08,1376373,1376271,SV Werder Bremen,86,2026-07-01,,2026-06-30,6384006,,187,86,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e,https://www.transfermarkt.de/dariusz-stalmach/profil/spieler/826795,d71c17ef936745f7ed5800b89e376de45438c97c2727b5b0e4877d0882d0dde9,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER1,Darwin Soylu,1071244,100029,0,2007-03-23,1376274,1376271,SV Werder Bremen,86,2026-07-01,,2026-06-30,6308703,,5343,86,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-werder-bremen/kader/verein/86/saison_id/2026/plus/1,0a7e36159d0c7ffd555ab7f3ffa226b0cf286e7a1a009e2dca794bd509bbd26e,https://www.transfermarkt.de/darwin-soylu/profil/spieler/1071244,c3fc2dcfd46234fd693be66269107bf01244a96915e8d19c5afbb7c7a2c4322f,https://www.transfermarkt.de/bundesliga/transfers/wettbewerb/L1/saison_id/2026,c08e4b3a81f4ba445c4d8343c0dd6f9cfb1b5e5f12689978c0e5485f5030360a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Yannick Onohiol,1037925,280215,0,2004-08-21,1376433,1376257,1. FC Kaiserslautern,2,2026-07-01,,2026-06-30,6320432,,983,2,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-kaiserslautern/kader/verein/2/saison_id/2026/plus/1,f57ab040dd8126f8fe2d4d84bbf8f3d5dee76ffc0d0c490223335ff120a69dd1,https://www.transfermarkt.de/yannick-onohiol/profil/spieler/1037925,d3975080e4f5f2c529d278ed260ba4dd82427fd0d3eaa2a8499be57f19e267d5,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Anselmo García MacNulty,631904,293734,262889,2003-02-19,2228260,1376373,1. FC Magdeburg,187,2026-07-01,,2026-06-30,6347810,,1269,187,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93,https://www.transfermarkt.de/anselmo-garcia-macnulty/profil/spieler/631904,00d0196bd4c82cec1d9ac0cbe9affcc4fd3bfd86bbf632b994522fecbe4e80c5,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Emmanuel Iyoha,314245,276696,231353,1997-10-11,1376429,1376373,1. FC Magdeburg,187,2026-07-16,,2026-06-30,6431381,,38,187,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93,https://www.transfermarkt.de/emmanuel-iyoha/profil/spieler/314245,94ca3efd243de916cf370dfeeea9907b40a8d2daad50fc2001cb6df4fb1116e0,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Kevin Manthey,1160023,280829,0,2007-05-29,1376271,1376373,1. FC Magdeburg,187,2026-07-01,,2026-06-30,6339508,,87,187,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93,https://www.transfermarkt.de/kevin-manthey/profil/spieler/1160023,11d86072549c875637cb55c0c45965a5956490c2b768b5eccf74f78da3c04275,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Paul Jaeckel,284248,276084,242958,1998-07-22,1376419,1376373,1. FC Magdeburg,187,2026-07-07,,2026-06-30,6409690,,91,187,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93,https://www.transfermarkt.de/paul-jaeckel/profil/spieler/284248,01e8eb4db34c9ff698b127ea907c6b3ccd3101f59d15823669f47704d19d7160,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Torben Müsel,368860,271919,239666,1999-07-25,1376282,1376373,1. FC Magdeburg,187,2026-07-01,,2026-06-30,6336178,,56,187,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-magdeburg/kader/verein/187/saison_id/2026/plus/1,d0ff31a4349276164899e3293cd9c2c30e400169104ef2ece40cfdb9b3d70c93,https://www.transfermarkt.de/torben-musel/profil/spieler/368860,211e2c656150ccc792f7c7dd949b7651823aa0e6e07c850f9bd69d0afbfe62da,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Fynn Otto,529198,271442,257081,2002-03-08,1376406,1376258,1. FC Nürnberg,4,2026-07-01,,2026-06-30,6297847,,93,4,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-nurnberg/kader/verein/4/saison_id/2026/plus/1,1d02eebfb6b905a4b771fed6091258b15847c4bfb1b6d4bd643980220ba21ebd,https://www.transfermarkt.de/fynn-otto/profil/spieler/529198,f6e5bb5034c58c24ac40861d8ff9b37042b8fcb2df6b467c3b00df0d84bde1b2,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Giannis Masouras,295780,6319,244344,1996-08-24,720903,1376258,1. FC Nürnberg,4,2026-07-01,,2026-06-30,6322706,,829,4,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/1-fc-nurnberg/kader/verein/4/saison_id/2026/plus/1,1d02eebfb6b905a4b771fed6091258b15847c4bfb1b6d4bd643980220ba21ebd,https://www.transfermarkt.de/giannis-masouras/profil/spieler/295780,3ac5fee69d4106835fdfcd0bab5dbc86b602dc0c9d32c5d6fff9177ee5213e81,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Christian Kinsombi,342968,100214,251482,1999-08-24,1376265,1376280,FC Energie Cottbus,25,2026-07-01,,2026-06-30,6324450,,30,25,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,https://www.transfermarkt.de/christian-kinsombi/profil/spieler/342968,a53225a699811938589a805833980047dee2f0639cfcf4a63135151ab144bbf7,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Leonardo Bittencourt,93844,280799,203106,1993-12-19,1376271,1376280,FC Energie Cottbus,25,2026-07-01,,2026-06-30,6349681,,86,25,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/fc-energie-cottbus/kader/verein/25/saison_id/2026/plus/1,bfac2c82e9908a44ea8264f2a591d43d8ad627ceaeb5639879d980dcab166809,https://www.transfermarkt.de/leonardo-bittencourt/profil/spieler/93844,8fc07958a220cf26ccfd701c22ebfef07e4c1e3dd914293a7a070c7924ac9b81,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Branimir Hrgota,171209,275403,209504,1993-01-12,1376288,1376425,FC St. Pauli,35,2026-07-07,,2026-06-30,6409688,,65,35,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47,https://www.transfermarkt.de/branimir-hrgota/profil/spieler/171209,698b8918bd3aef71e305f364c27392cef2d45fa13359df9da2fc2bc33260cb30,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Marcus Mathisen,268216,276299,228757,1996-02-27,1376373,1376425,FC St. Pauli,35,2026-07-01,,2026-06-30,6315823,,187,35,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/fc-st-pauli/kader/verein/35/saison_id/2026/plus/1,cb3581752f3910c559c9f42a6cbb09551a6187c6a88b14cfcc35019d0c02bc47,https://www.transfermarkt.de/marcus-mathisen/profil/spieler/268216,6808f99d2f64ed8e8a386c7d639c934f1d6c27efedd1bb32de9f4958bdb6ce2f,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Ferdinand Gebert,960834,100532,0,2006-04-05,1376560,1376283,Karlsruher SC,48,2026-07-01,,2026-06-30,6284982,,1348,48,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/ferdinand-gebert/profil/spieler/960834,da25ca8523d06f08c758692553aee7d642cb517d856dd22b76a81a7af4898b95,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Héliton,676115,200015,72887,1995-11-13,3145820,1376283,Karlsruher SC,48,2026-09-01,,2026-06-30,6557349,,1467,48,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/heliton/profil/spieler/676115,3e4667e3e0d2edd23516fa9421cde3fa687b5dac5a3dc3bb351f88db4c40d25f,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Jason Ponente-Ramirez,1141053,277562,0,2007-02-02,1376275,1376283,Karlsruher SC,48,2026-07-01,,2026-06-30,6332985,,1461,48,YES,DOB_NAME,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/jason-ponente-ramirez/profil/spieler/1141053,eb89b2a0e010ebaf45d3d28a2c8de7f453179cbae1714fec3563428ab3c8b680,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Kevin Wiethaup,917255,272328,268652,2005-08-06,1376420,1376283,Karlsruher SC,48,2026-07-01,,2026-06-30,6222764,,81,48,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/kevin-wiethaup/profil/spieler/917255,bd53e4f925f03f65f20dc61781fde2b6b5b366e96348fd4cb4c3cdfee7b20b77,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Noel Eichinger,675921,271154,270514,2001-08-02,1376436,1376283,Karlsruher SC,48,2026-07-01,,2026-06-30,6242906,,109,48,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/noel-eichinger/profil/spieler/675921,04d064f22fbe4c8b5312b6b1f5202db3963faaeb0ddc724d7eaa4ba1bb6e7acc,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Sandro Trémoulet,796897,269921,270210,1999-11-18,3346467,1376283,Karlsruher SC,48,2026-08-11,,2026-06-30,6495250,,33328,48,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/sandro-tremoulet/profil/spieler/796897,0bb4354ee37fe8d1a40271a4dea94e11dc199454fd929a5837381910b40fb2ab,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Santeri Väänänen,564621,142430,246757,2002-01-01,2359305,1376283,Karlsruher SC,48,2026-07-22,,2026-06-30,6446848,,195,48,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/santeri-vaananen/profil/spieler/564621,02f3d91120dfd860a19ead4f3baa9207cfa3b28ea19ca26b2fa55fbc8d14b671,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Tim Civeja,588747,273633,260014,2002-01-04,1376287,1376283,Karlsruher SC,48,2026-07-01,,2026-06-30,6337326,,1,48,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,https://www.transfermarkt.de/tim-civeja/profil/spieler/588747,0f967bfbfcf5be8f8ce0999c286e11dd2ae7c466a7191774fbe6c7194698d862,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Ahmet Muhamedbegovic,271323,260010,236976,1998-10-30,2883604,1376278,SG Dynamo Dresden,129,2026-07-01,,2026-06-30,6377537,,4772,129,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sg-dynamo-dresden/kader/verein/129/saison_id/2026/plus/1,e7de409708fb7109444d4f9163d9959ec24a63b876d33dbfb1a3f2afff6bb65f,https://www.transfermarkt.de/ahmet-muhamedbegovic/profil/spieler/271323,28f6a3a9caf09389b97c6c7751acdedc211b5d48b91dc2e11e0ac0083c2d2e47,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Brooklyn Ezeh,521474,275760,262117,2001-06-23,1376268,1376278,SG Dynamo Dresden,129,2026-07-01,,2026-06-30,6347841,,42,129,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sg-dynamo-dresden/kader/verein/129/saison_id/2026/plus/1,e7de409708fb7109444d4f9163d9959ec24a63b876d33dbfb1a3f2afff6bb65f,https://www.transfermarkt.de/brooklyn-ezeh/profil/spieler/521474,7835aee20b97989bb1170d01c12ab22e9a9786079d45f618242fe2c6f843e4b2,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Simon Straudi,379879,273077,248823,1999-01-27,1376280,1376278,SG Dynamo Dresden,129,2026-07-01,,2026-06-30,6374869,,25,129,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sg-dynamo-dresden/kader/verein/129/saison_id/2026/plus/1,e7de409708fb7109444d4f9163d9959ec24a63b876d33dbfb1a3f2afff6bb65f,https://www.transfermarkt.de/simon-straudi/profil/spieler/379879,d866ab2f24fbfa408a3a9028d09d3780e19bb35c654de57536ce1a7fdf25e0c5,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Tobias Raschl,384745,276593,247721,2000-02-21,1376257,1376278,SG Dynamo Dresden,129,2026-07-01,,2026-06-30,6379813,,91,129,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sg-dynamo-dresden/kader/verein/129/saison_id/2026/plus/1,e7de409708fb7109444d4f9163d9959ec24a63b876d33dbfb1a3f2afff6bb65f,https://www.transfermarkt.de/tobias-raschl/profil/spieler/384745,a9da89415669a6e0cfb41b029182877d1744b9fd6f7ef0f4287e43f0d3868b1f,https://www.transfermarkt.de/3-liga/transfers/wettbewerb/L3/saison_id/2026,0b3a14cd36b69cd911f6821d5912f845846febfb82537a542ea2dba4cf9dcd3d,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
GER2,Florian Kleinhansl,448027,276591,263089,2000-08-11,1376257,1376442,SV Darmstadt 98,105,2026-07-15,,2026-06-30,6429294,,2,105,YES,FIFA_ID,SECONDARY_ROSTER_PROFILE_PERMANENT_EVENT_END_UNDISCLOSED,,,https://www.transfermarkt.de/sv-darmstadt-98/kader/verein/105/saison_id/2026/plus/1,807e79c80e44c91b1d4926d0fb6534a3276b98489473cc35d4238a5a660a95f9,https://www.transfermarkt.de/florian-kleinhansl/profil/spieler/448027,22946525135dea2e1853fd69e9f662da3cf2f16dacd867b1e4daf975f0dedee5,https://www.transfermarkt.de/2-bundesliga/transfers/wettbewerb/L2/saison_id/2026,8357bb69c9755552ffad93325dd5d33bb6454a33e2c694a86ffd0059b934029a,2026-09-12,POLICY_EXCEPTION_REQUIRED,"Current permanent membership and join are confirmed, but no evidenced future contract end exists and the Native08 end is expired"
