league,club,club_tm_id,player,player_tm_id,dob,position,shirt_number,joined,contract_until,change_notes,profile_url,source_status,database_action,source,source_sha256,snapshot_date
ENG1,Hull City,3008,Kieran Dowell,258916,1997-10-10,Offensives Mittelfeld,26,2026-01-23,2027-06-30,[],https://www.transfermarkt.de/kieran-dowell/profil/spieler/258916,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Sorba Thomas,475416,1999-01-25,Linksaußen,7,2026-09-01,2030-06-30,"[""Neuzugang von: Stoke City; Datum: 01.09.2026; Ablöse: 8,75 Mio. €""]",https://www.transfermarkt.de/sorba-thomas/profil/spieler/475416,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Elliot Stroud,687622,2002-06-22,Linksaußen,21,2026-08-09,2030-06-30,"[""Neuzugang von: Mjällby AIF; Datum: 09.08.2026; Ablöse: 2,50 Mio. €""]",https://www.transfermarkt.de/elliot-stroud/profil/spieler/687622,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Mohamed-Ali Cho,670847,2004-01-19,Rechtsaußen,50,2026-08-27,2031-06-30,"[""Neuzugang von: OGC Nizza; Datum: 27.08.2026; Ablöse: 15,15 Mio. €""]",https://www.transfermarkt.de/mohamed-ali-cho/profil/spieler/670847,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Mohamed Belloumi,857079,2002-06-01,Rechtsaußen,10,2024-08-30,2029-06-30,[],https://www.transfermarkt.de/mohamed-belloumi/profil/spieler/857079,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Robinio Vaz,1131161,2007-02-17,Mittelstürmer,47,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/robinio-vaz/profil/spieler/1131161,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Joe Gelhardt,503980,2002-05-04,Mittelstürmer,11,2026-08-15,2030-06-30,"[""Neuzugang von: Leeds United; Datum: 15.08.2026; Ablöse: 7,60 Mio. €""]",https://www.transfermarkt.de/joe-gelhardt/profil/spieler/503980,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Ilyas Ansah,1035765,2004-11-08,Mittelstürmer,28,2026-09-01,2031-06-30,"[""Neuzugang von: 1.FC Union Berlin; Datum: 01.09.2026; Ablöse: 17,00 Mio. €""]",https://www.transfermarkt.de/ilyas-ansah/profil/spieler/1035765,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Hull City,3008,Oli McBurnie,298477,1996-06-04,Mittelstürmer,9,2025-08-06,2029-06-30,[],https://www.transfermarkt.de/oli-mcburnie/profil/spieler/298477,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/hull-city/kader/verein/3008/saison_id/2026/plus/1,95d27e3b77eef2306101f2b6eab92a02d56308a31e0d34299be2fa82dcf331db,2026-09-12
ENG1,Ipswich Town,677,Kjell Scherpen,463527,2000-01-23,Torwart,37,2026-07-28,2030-06-30,"[""Neuzugang von: Union Saint-Gilloise; Datum: 28.07.2026; Ablöse: 10,00 Mio. €""]",https://www.transfermarkt.de/kjell-scherpen/profil/spieler/463527,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Christian Walton,208379,1995-11-09,Torwart,28,2022-01-19,2028-06-30,[],https://www.transfermarkt.de/christian-walton/profil/spieler/208379,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Alex Palmer,245625,1996-08-10,Torwart,1,2025-02-03,2028-06-30,[],https://www.transfermarkt.de/alex-palmer/profil/spieler/245625,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,David Button,61814,1989-02-27,Torwart,27,2025-07-04,2026-06-30,[],https://www.transfermarkt.de/david-button/profil/spieler/61814,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Dara O'Shea,401320,1999-03-04,Innenverteidiger,26,2024-08-25,2030-06-30,[],https://www.transfermarkt.de/dara-oshea/profil/spieler/401320,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Jacob Greaves,693095,2000-09-12,Innenverteidiger,24,2024-07-12,2029-06-30,[],https://www.transfermarkt.de/jacob-greaves/profil/spieler/693095,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Issa Diop,272622,1997-01-09,Innenverteidiger,6,2026-07-22,2030-06-30,"[""Neuzugang von: FC Fulham; Datum: 22.07.2026; Ablöse: 10,00 Mio. €""]",https://www.transfermarkt.de/issa-diop/profil/spieler/272622,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Cédric Kipré,364827,1996-12-09,Innenverteidiger,4,2026-07-01,2028-06-30,"[""Neuzugang von: Stade Reims; Datum: 01.07.2026; Ablöse: 4,50 Mio. €""]",https://www.transfermarkt.de/cedric-kipre/profil/spieler/364827,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Leif Davis,596446,1999-12-31,Linker Verteidiger,3,2022-07-25,2029-06-30,[],https://www.transfermarkt.de/leif-davis/profil/spieler/596446,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Abdoul Ouattara,991487,2005-10-22,Rechter Verteidiger,42,2026-08-17,2031-06-30,"[""Neuzugang von: Racing Straßburg; Datum: 17.08.2026; Ablöse: 20,00 Mio. €""]",https://www.transfermarkt.de/abdoul-ouattara/profil/spieler/991487,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Darnell Furlong,351755,1995-10-31,Rechter Verteidiger,2,2025-08-28,2028-06-30,[],https://www.transfermarkt.de/darnell-furlong/profil/spieler/351755,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Florentino,357162,1999-08-19,Defensives Mittelfeld,12,2026-08-04,2031-06-30,"[""Neuzugang von: FC Burnley; Datum: 04.08.2026; Ablöse: 18,70 Mio. €""]",https://www.transfermarkt.de/florentino/profil/spieler/357162,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Azor Matusiwa,315145,1998-04-28,Defensives Mittelfeld,5,2025-07-13,2029-06-30,[],https://www.transfermarkt.de/azor-matusiwa/profil/spieler/315145,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Exequiel Palacios,401578,1998-10-05,Zentrales Mittelfeld,25,2026-08-27,2030-06-30,"[""Neuzugang von: Bayer 04 Leverkusen; Datum: 27.08.2026; Ablöse: 22,50 Mio. €""]",https://www.transfermarkt.de/exequiel-palacios/profil/spieler/401578,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Marcelino Núñez,715558,2000-03-01,Zentrales Mittelfeld,32,2025-08-29,2029-06-30,[],https://www.transfermarkt.de/marcelino-nunez/profil/spieler/715558,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Saša Lukić,245056,1996-08-13,Zentrales Mittelfeld,23,2026-08-08,2030-06-30,"[""Neuzugang von: FC Fulham; Datum: 08.08.2026; Ablöse: 10,50 Mio. €""]",https://www.transfermarkt.de/sasa-lukic/profil/spieler/245056,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Jack Taylor,458178,1998-06-23,Zentrales Mittelfeld,14,2023-07-01,2028-06-30,[],https://www.transfermarkt.de/jack-taylor/profil/spieler/458178,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Kasey McAteer,621193,2001-11-22,Rechtes Mittelfeld,20,2025-08-22,2029-06-30,[],https://www.transfermarkt.de/kasey-mcateer/profil/spieler/621193,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Julio Enciso,660867,2004-01-23,Offensives Mittelfeld,10,2026-08-17,2031-06-30,"[""Neuzugang von: Racing Straßburg; Datum: 17.08.2026; Ablöse: 30,50 Mio. €""]",https://www.transfermarkt.de/julio-enciso/profil/spieler/660867,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Anis Mehmeti,530813,2001-01-09,Offensives Mittelfeld,33,2026-01-23,2029-06-30,[],https://www.transfermarkt.de/anis-mehmeti/profil/spieler/530813,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Jaden Philogene,665390,2002-02-08,Linksaußen,11,2025-01-15,2029-06-30,[],https://www.transfermarkt.de/jaden-philogene/profil/spieler/665390,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Jack Clarke,559794,2000-11-23,Linksaußen,47,2024-08-24,2029-06-30,[],https://www.transfermarkt.de/jack-clarke/profil/spieler/559794,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Daizen Maeda,420931,1997-10-20,Linksaußen,38,2026-07-25,2029-06-30,"[""Neuzugang von: Celtic Glasgow; Datum: 25.07.2026; Ablöse: 9,40 Mio. €""]",https://www.transfermarkt.de/daizen-maeda/profil/spieler/420931,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Abdul Fatawu,864121,2004-03-08,Rechtsaußen,7,2026-07-21,2031-06-30,"[""Neuzugang von: Leicester City; Datum: 21.07.2026; Ablöse: 23,45 Mio. €""]",https://www.transfermarkt.de/abdul-fatawu/profil/spieler/864121,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Sindre Walle Egeli,923504,2006-06-21,Rechtsaußen,8,2025-08-29,2030-06-30,[],https://www.transfermarkt.de/sindre-walle-egeli/profil/spieler/923504,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Zian Flemming,411537,1998-08-01,Mittelstürmer,9,2026-09-01,2030-06-30,"[""Neuzugang von: FC Burnley; Datum: 01.09.2026; Ablöse: 19,80 Mio. €""]",https://www.transfermarkt.de/zian-flemming/profil/spieler/411537,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Emersonn,743599,2004-07-16,Mittelstürmer,19,2026-07-08,2031-06-30,"[""Neuzugang von: FC Toulouse; Datum: 08.07.2026; Ablöse: 28,00 Mio. €""]",https://www.transfermarkt.de/emersonn/profil/spieler/743599,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Ipswich Town,677,Chuba Akpom,197642,1995-10-09,Mittelstürmer,29,2026-07-01,2029-06-30,"[""Neuzugang von: Ajax Amsterdam; Datum: 01.07.2026; Ablöse: 9,30 Mio. €""]",https://www.transfermarkt.de/chuba-akpom/profil/spieler/197642,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/ipswich-town/kader/verein/677/saison_id/2026/plus/1,27c77a20084b00ebf1368072929c14c023348a25975bceca8389e69766b037af,2026-09-12
ENG1,Leeds United,399,James Trafford,566799,2002-10-10,Torwart,1,2026-08-06,2031-06-30,"[""Neuzugang von: Manchester City; Datum: 06.08.2026; Ablöse: 46,70 Mio. €""]",https://www.transfermarkt.de/james-trafford/profil/spieler/566799,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Michael Zetterer,196813,1995-07-12,Torwart,16,2026-08-29,2029-06-30,"[""Neuzugang von: Eintracht Frankfurt; Datum: 29.08.2026; Ablöse: 5,00 Mio. €""]",https://www.transfermarkt.de/michael-zetterer/profil/spieler/196813,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Alex Cairns,194386,1993-01-04,Torwart,21,2024-07-08,2028-06-30,[],https://www.transfermarkt.de/alex-cairns/profil/spieler/194386,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Tarik Muharemović,679423,2003-02-28,Innenverteidiger,5,2026-07-17,2031-06-30,"[""Neuzugang von: US Sassuolo; Datum: 17.07.2026; Ablöse: 37,00 Mio. €""]",https://www.transfermarkt.de/tarik-muharemovic/profil/spieler/679423,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Jaka Bijol,371851,1999-02-05,Innenverteidiger,15,2025-07-01,2030-06-30,[],https://www.transfermarkt.de/jaka-bijol/profil/spieler/371851,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Joe Rodon,297212,1997-10-22,Innenverteidiger,6,2024-07-02,2030-06-30,[],https://www.transfermarkt.de/joe-rodon/profil/spieler/297212,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Nico Elvedi,192635,1996-09-30,Innenverteidiger,30,2026-08-19,2029-06-30,"[""Neuzugang von: Borussia Mönchengladbach; Datum: 19.08.2026; Ablöse: 8,00 Mio. €""]",https://www.transfermarkt.de/nico-elvedi/profil/spieler/192635,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Gabriel Gudmundsson,362108,1999-04-29,Linker Verteidiger,3,2025-07-08,2029-06-30,[],https://www.transfermarkt.de/gabriel-gudmundsson/profil/spieler/362108,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Melvin Bard,532775,2000-11-06,Linker Verteidiger,26,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/melvin-bard/profil/spieler/532775,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Jayden Bogle,465717,2000-07-27,Rechter Verteidiger,2,2024-07-20,2030-06-30,[],https://www.transfermarkt.de/jayden-bogle/profil/spieler/465717,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,James Justin,413220,1998-02-23,Rechter Verteidiger,24,2025-08-25,2029-06-30,[],https://www.transfermarkt.de/james-justin/profil/spieler/413220,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Ethan Ampadu,392771,2000-09-14,Defensives Mittelfeld,4,2023-07-19,2030-06-30,[],https://www.transfermarkt.de/ethan-ampadu/profil/spieler/392771,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Anton Stach,344069,1998-11-15,Defensives Mittelfeld,18,2025-07-22,2029-06-30,[],https://www.transfermarkt.de/anton-stach/profil/spieler/344069,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Ilia Gruev,381753,2000-05-06,Defensives Mittelfeld,44,2023-08-31,2027-06-30,[],https://www.transfermarkt.de/ilia-gruev/profil/spieler/381753,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Sean Longstaff,346707,1997-10-30,Zentrales Mittelfeld,8,2025-07-18,2029-06-30,[],https://www.transfermarkt.de/sean-longstaff/profil/spieler/346707,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Ao Tanaka,489359,1998-09-10,Zentrales Mittelfeld,22,2024-08-30,2028-06-30,[],https://www.transfermarkt.de/ao-tanaka/profil/spieler/489359,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Brenden Aaronson,393323,2000-10-22,Offensives Mittelfeld,11,2022-07-01,2029-06-30,[],https://www.transfermarkt.de/brenden-aaronson/profil/spieler/393323,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Noah Okafor,346890,2000-05-24,Linksaußen,19,2025-08-21,2029-06-30,[],https://www.transfermarkt.de/noah-okafor/profil/spieler/346890,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Jean-Mattéo Bahoya,939964,2005-05-07,Linksaußen,23,2026-09-01,2027-06-30,[],https://www.transfermarkt.de/jean-matteo-bahoya/profil/spieler/939964,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Harry Wilson,279455,1997-03-22,Rechtsaußen,10,2026-07-08,2030-06-30,"[""Neuzugang von: FC Fulham; Datum: 08.07.2026; Ablöse: ablösefrei""]",https://www.transfermarkt.de/harry-wilson/profil/spieler/279455,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Daniel James,319301,1997-11-10,Rechtsaußen,7,2021-08-31,2029-06-30,[],https://www.transfermarkt.de/daniel-james/profil/spieler/319301,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Dominic Calvert-Lewin,306024,1997-03-16,Mittelstürmer,9,2025-08-15,2028-06-30,[],https://www.transfermarkt.de/dominic-calvert-lewin/profil/spieler/306024,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Lukas Nmecha,314288,1998-12-14,Mittelstürmer,14,2025-07-01,2027-06-30,[],https://www.transfermarkt.de/lukas-nmecha/profil/spieler/314288,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Leeds United,399,Mateo Joseph,834742,2003-10-19,Mittelstürmer,-,2023-07-01,2028-06-30,"[""Rückkehr nach Leihe von: RCD Mallorca; Datum: 30.06.2026; Ablöse: Leih-Ende""]",https://www.transfermarkt.de/mateo-joseph/profil/spieler/834742,CONFIRMED,REVIEW_REQUIRED,https://www.transfermarkt.de/leeds-united/kader/verein/399/saison_id/2026/plus/1,8641181efead6b745e037ec49edb34f1c7ca3a066d41825076ee3196fb4eedd5,2026-09-12
ENG1,Liverpool,31,Giorgi Mamardashvili,502676,2000-09-29,Torwart,25,2024-08-27,2031-06-30,[],https://www.transfermarkt.de/giorgi-mamardashvili/profil/spieler/502676,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
ENG1,Liverpool,31,Alisson,105470,1992-10-02,Torwart,1,2018-07-19,2027-06-30,[],https://www.transfermarkt.de/alisson/profil/spieler/105470,CONFIRMED,STAGE_CURRENT_SQUAD,https://www.transfermarkt.de/fc-liverpool/kader/verein/31/saison_id/2026/plus/1,03f6f6108aec08d5028c45b59b341f94eb0a4ac80c8d3246a9cf1767419f8789,2026-09-12
