league,club_name,club_tm_id,player_tm_id,player,dob,club_id,status,decision,profile_source,profile_sha256,source_url,source_sha256,exact_candidates,duplicate_leads,fuzzy_candidates,known_aliases_searched,review_reason,provenance
GER3,FC Würzburger Kickers,1557,1267598,Tiago De Moura Moraes,2007-07-13,1376540,,REVIEW_REQUIRED,https://www.transfermarkt.de/tiago-de-moura/profil/spieler/1267598,675ac38ae170b4f018c21b64e6b30709c37076002f719b79d96d9aeba1303d1e,https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1,9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940,"[{""fm_id"": ""265821"", ""fifa_id"": ""0"", ""name"": ""Tiago De Moura Moraes"", ""dob"": ""2007-07-13"", ""club_id"": ""1376540""}]","{""people"": [{""fm_id"": ""265821"", ""fifa_id"": ""0"", ""name"": ""Tiago De Moura Moraes"", ""dob"": ""2007-07-13"", ""club_id"": ""1376540""}], ""reasons"": {""265821"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 1.0, ""fm_id"": ""265821"", ""fifa_id"": ""0"", ""name"": ""Tiago De Moura Moraes"", ""dob"": ""2007-07-13"", ""club_id"": ""1376540""}]","[""Tiago De Moura"", ""Tiago De Moura Moraes""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/tiago-de-moura/profil/spieler/1267598 sha256=675ac38ae170b4f018c21b64e6b30709c37076002f719b79d96d9aeba1303d1e; squad https://www.transfermarkt.de/wurzburger-kickers/kader/verein/1557/saison_id/2026/plus/1 sha256=9dbdd312708d7d42a15f61c7f3845b1923e56748dcb9145650ba0c4e99195940; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,SG Sonnenhof Großaspach,2589,1294358,Noah Santiago Lorch,2005-12-09,1376306,,CREATE_READY,https://www.transfermarkt.de/noah-santiago-lorch/profil/spieler/1294358,ae79e66b1af3c631944ba784416a794ced8f144c4d6d64967ef5abf8d577dcf6,https://www.transfermarkt.de/sg-sonnenhof-grossaspach/kader/verein/2589/saison_id/2026/plus/1,ceb6dce8c3f846bc1688d6ba77daaf4b6d34d1ddb8ca555b2498968bf85c6f78,[],"{""people"": [], ""reasons"": {}}",[],"[""Noah Santiago Lorch""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/noah-santiago-lorch/profil/spieler/1294358 sha256=ae79e66b1af3c631944ba784416a794ced8f144c4d6d64967ef5abf8d577dcf6; squad https://www.transfermarkt.de/sg-sonnenhof-grossaspach/kader/verein/2589/saison_id/2026/plus/1 sha256=ceb6dce8c3f846bc1688d6ba77daaf4b6d34d1ddb8ca555b2498968bf85c6f78; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,SG Sonnenhof Großaspach,2589,528222,Lorenz Ender,2001-01-06,1376306,,CREATE_READY,https://www.transfermarkt.de/lorenz-ender/profil/spieler/528222,819f85a5d1af3bde7298e3f9f736b55c2ce9207c82a31138f06d823082aa5b74,https://www.transfermarkt.de/sg-sonnenhof-grossaspach/kader/verein/2589/saison_id/2026/plus/1,ceb6dce8c3f846bc1688d6ba77daaf4b6d34d1ddb8ca555b2498968bf85c6f78,[],"{""people"": [], ""reasons"": {}}",[],"[""Lorenz Ender""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/lorenz-ender/profil/spieler/528222 sha256=819f85a5d1af3bde7298e3f9f736b55c2ce9207c82a31138f06d823082aa5b74; squad https://www.transfermarkt.de/sg-sonnenhof-grossaspach/kader/verein/2589/saison_id/2026/plus/1 sha256=ceb6dce8c3f846bc1688d6ba77daaf4b6d34d1ddb8ca555b2498968bf85c6f78; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,TSV Havelse 1912,476,1093438,Temilola Samuel Awoyale,2005-07-23,1376539,,CREATE_READY,https://www.transfermarkt.de/temilola-awoyale/profil/spieler/1093438,36947d526e8e218f63ab1e90da216bf0a48e67485c6108f2d3dea7fb516f6838,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59,[],"{""people"": [], ""reasons"": {}}",[],"[""Temilola Awoyale"", ""Temilola Samuel Awoyale""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/temilola-awoyale/profil/spieler/1093438 sha256=36947d526e8e218f63ab1e90da216bf0a48e67485c6108f2d3dea7fb516f6838; squad https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1 sha256=b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,TSV Havelse 1912,476,1490222,Joel Darko Ampem,2007-03-08,1376539,,CREATE_READY,https://www.transfermarkt.de/joel-darko-ampem/profil/spieler/1490222,b09acc457bf46fc8ad77cc31ea25456df385997c19b446d02e1f8eefd4edd717,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59,[],"{""people"": [], ""reasons"": {}}",[],"[""Joel Darko Ampem""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/joel-darko-ampem/profil/spieler/1490222 sha256=b09acc457bf46fc8ad77cc31ea25456df385997c19b446d02e1f8eefd4edd717; squad https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1 sha256=b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,TSV Havelse 1912,476,632182,Finn Louis Kiszka,2000-12-17,1376539,,REVIEW_REQUIRED,https://www.transfermarkt.de/finn-kiszka/profil/spieler/632182,323d2e459f55894e8b3c52291d85461c7db182dd066407df8b9e99b8e4666fb5,https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1,b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59,"[{""fm_id"": ""268462"", ""fifa_id"": ""0"", ""name"": ""Finn-Louis Kiszka"", ""dob"": ""2000-12-17"", ""club_id"": ""1376539""}]","{""people"": [{""fm_id"": ""268462"", ""fifa_id"": ""0"", ""name"": ""Finn-Louis Kiszka"", ""dob"": ""2000-12-17"", ""club_id"": ""1376539""}], ""reasons"": {""268462"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 1.0, ""fm_id"": ""268462"", ""fifa_id"": ""0"", ""name"": ""Finn-Louis Kiszka"", ""dob"": ""2000-12-17"", ""club_id"": ""1376539""}]","[""Finn Kiszka"", ""Finn Louis Kiszka""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/finn-kiszka/profil/spieler/632182 sha256=323d2e459f55894e8b3c52291d85461c7db182dd066407df8b9e99b8e4666fb5; squad https://www.transfermarkt.de/tsv-havelse/kader/verein/476/saison_id/2026/plus/1 sha256=b4490298444b6e31458c6e927b4ab3fff5378977e083c471be7a43b9938c0f59; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,Rot-Weiss Essen 1907,56,187203,Eric Verstappen,1994-05-19,1376282,,CREATE_READY,https://www.transfermarkt.de/eric-verstappen/profil/spieler/187203,f725240eef1536865fb62a0ad9a6a0d8b45745ec73772fcb06bb0cfb7bdbd2db,https://www.transfermarkt.de/rot-weiss-essen/kader/verein/56/saison_id/2026/plus/1,428b980f8718cfe610b74c6ed65b6316eaa3b91941d20a4def68f9bfec3ccdb3,[],"{""people"": [], ""reasons"": {}}",[],"[""Eric Verstappen""]","adult profile with zero exact, DuplicateReviewIndex, and fuzzy candidates",Profile https://www.transfermarkt.de/eric-verstappen/profil/spieler/187203 sha256=f725240eef1536865fb62a0ad9a6a0d8b45745ec73772fcb06bb0cfb7bdbd2db; squad https://www.transfermarkt.de/rot-weiss-essen/kader/verein/56/saison_id/2026/plus/1 sha256=428b980f8718cfe610b74c6ed65b6316eaa3b91941d20a4def68f9bfec3ccdb3; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,SC Fortuna Köln,92,122268,David Haider Kamm Al-Azzawe,1992-06-05,1376444,,REVIEW_REQUIRED,https://www.transfermarkt.de/david-kamm-al-azzawe/profil/spieler/122268,a51088991a1e201f6ad0e9a6d29254611890bd401db0083446777dfe5861476d,https://www.transfermarkt.de/sc-fortuna-koln/kader/verein/92/saison_id/2026/plus/1,c255b2b753fa967f4c2eb7cdee0e0a6e7bb7b0e3c371fdcdfc7a8694476b2be0,[],"{""people"": [{""fm_id"": ""268329"", ""fifa_id"": ""0"", ""name"": ""David Haider"", ""dob"": ""1992-06-05"", ""club_id"": ""1376444""}], ""reasons"": {""268329"": [""SAME_DOB_NATIVE_NAME_COMPONENTS_IN_VERIFIED_FULL_NAME""]}}","[{""score"": 0.6471, ""fm_id"": ""268329"", ""fifa_id"": ""0"", ""name"": ""David Haider"", ""dob"": ""1992-06-05"", ""club_id"": ""1376444""}]","[""David Kamm Al-Azzawe"", ""David Haider Kamm Al-Azzawe""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/david-kamm-al-azzawe/profil/spieler/122268 sha256=a51088991a1e201f6ad0e9a6d29254611890bd401db0083446777dfe5861476d; squad https://www.transfermarkt.de/sc-fortuna-koln/kader/verein/92/saison_id/2026/plus/1 sha256=c255b2b753fa967f4c2eb7cdee0e0a6e7bb7b0e3c371fdcdfc7a8694476b2be0; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,SC Verl,93,1412872,Emmanuel Bamba,2007-10-29,1376406,,REVIEW_REQUIRED,https://www.transfermarkt.de/emmanuel-bamba/profil/spieler/1412872,b97836ce12c09f921bde2232573f7e945268ab4dedca86cf1df129327eb8304b,https://www.transfermarkt.de/sc-verl/kader/verein/93/saison_id/2026/plus/1,bd69b9b6c3fd17e062c0bf50a17563b42a98d2c42534eeab1330ee7efa38071a,[],"{""people"": [{""fm_id"": ""271493"", ""fifa_id"": ""0"", ""name"": ""Emmanuel Bamba"", ""dob"": ""2007-10-28"", ""club_id"": ""1376406""}], ""reasons"": {""271493"": [""EXACT_NAME_DIFFERENT_DOB_SAME_CLUB""]}}","[{""score"": 0.6667, ""fm_id"": ""268580"", ""fifa_id"": ""0"", ""name"": ""Emmanuel Mensah"", ""dob"": ""2007-10-29"", ""club_id"": ""1376281""}]","[""Emmanuel Bamba""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/emmanuel-bamba/profil/spieler/1412872 sha256=b97836ce12c09f921bde2232573f7e945268ab4dedca86cf1df129327eb8304b; squad https://www.transfermarkt.de/sc-verl/kader/verein/93/saison_id/2026/plus/1 sha256=bd69b9b6c3fd17e062c0bf50a17563b42a98d2c42534eeab1330ee7efa38071a; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
GER3,TSG 1899 Hoffenheim,983,1058036,Maxime Florian Ndong Penda,2007-03-01,1376433,,REVIEW_REQUIRED,https://www.transfermarkt.de/maxime-ndong-penda/profil/spieler/1058036,75c3e999aad4f16c3eeaae0634c7a02b461c360edd0a0bd2037667ee8cfdd64f,https://www.transfermarkt.de/tsg-1899-hoffenheim-ii/kader/verein/983/saison_id/2026/plus/1,ab3835df09261faf7ddd2ed9c07b00f74ba9f141891a5f719f13e9b204f6234d,"[{""fm_id"": ""280230"", ""fifa_id"": ""0"", ""name"": ""Maxim Ndong Penda"", ""dob"": ""2007-03-01"", ""club_id"": ""1376433""}]","{""people"": [], ""reasons"": {}}","[{""score"": 0.7895, ""fm_id"": ""280230"", ""fifa_id"": ""0"", ""name"": ""Maxim Ndong Penda"", ""dob"": ""2007-03-01"", ""club_id"": ""1376433""}]","[""Maxime Ndong-Penda"", ""Maxime Florian Ndong Penda"", ""Maxim Ndong Penda""]",existing/fuzzy candidate retained for Sol review,Profile https://www.transfermarkt.de/maxime-ndong-penda/profil/spieler/1058036 sha256=75c3e999aad4f16c3eeaae0634c7a02b461c360edd0a0bd2037667ee8cfdd64f; squad https://www.transfermarkt.de/tsg-1899-hoffenheim-ii/kader/verein/983/saison_id/2026/plus/1 sha256=ab3835df09261faf7ddd2ed9c07b00f74ba9f141891a5f719f13e9b204f6234d; DuplicateReviewIndex over data/generated/native08-integrated-20260912-01-reread/native_players.csv
