league,club_name,external_club_id,player_name,external_player_id,dob,status,review_reason,classification,transfer_type,old_club_id,new_club_id,fm_id,fifa_id,source_url,source_sha256
GER1,Borussia Dortmund,16,Ethan Nwaneri,890719,2007-03-21,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,917505,1376262,257423,271807,https://www.transfermarkt.de/borussia-dortmund/kader/verein/16/saison_id/2026/plus/1,927453550675aa19e2e1770ec753efb040ae08d849fa3f9549ef9d993044efb7
GER1,RasenBallsport Leipzig,23826,Neil El Aynaoui,901019,2001-07-02,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1769476,1376555,278489,262745,https://www.transfermarkt.de/rb-leipzig/kader/verein/23826/saison_id/2026/plus/1,97283d90f2a9e564bd064da4fa47fa71d7ad3661db6e1e1a6f768776682c54ff
GER1,RasenBallsport Leipzig,23826,Brajan Gruda,700106,2004-05-31,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,UNVERIFIED,917529,1376555,23579,272612,https://www.transfermarkt.de/rb-leipzig/kader/verein/23826/saison_id/2026/plus/1,97283d90f2a9e564bd064da4fa47fa71d7ad3661db6e1e1a6f768776682c54ff
GER1,RasenBallsport Leipzig,23826,Christopher Nkunku,344381,1997-11-14,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1769474,1376555,278211,232411,https://www.transfermarkt.de/rb-leipzig/kader/verein/23826/saison_id/2026/plus/1,97283d90f2a9e564bd064da4fa47fa71d7ad3661db6e1e1a6f768776682c54ff
GER1,RasenBallsport Leipzig,23826,Samba Konaté,1380977,2009-02-27,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376555,276962,0,https://www.transfermarkt.de/rb-leipzig/kader/verein/23826/saison_id/2026/plus/1,97283d90f2a9e564bd064da4fa47fa71d7ad3661db6e1e1a6f768776682c54ff
GER1,VfB Stuttgart,79,Dennis Seimen,800946,2005-12-01,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1376421,1376272,275859,271114,https://www.transfermarkt.de/vfb-stuttgart/kader/verein/79/saison_id/2026/plus/1,b40e4a3e03d09694b8088bd37ac70efaa5300c9034dde9d4027b90762ed3b647
GER1,VfB Stuttgart,79,Yanik Spalt,960462,2007-09-03,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376272,277704,0,https://www.transfermarkt.de/vfb-stuttgart/kader/verein/79/saison_id/2026/plus/1,b40e4a3e03d09694b8088bd37ac70efaa5300c9034dde9d4027b90762ed3b647
GER1,VfB Stuttgart,79,Bilal El Khannouss,654982,2004-05-10,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,PERMANENT,1376272,1376272,277639,257504,https://www.transfermarkt.de/vfb-stuttgart/kader/verein/79/saison_id/2026/plus/1,b40e4a3e03d09694b8088bd37ac70efaa5300c9034dde9d4027b90762ed3b647
GER1,VfB Stuttgart,79,Jarzinho Malanga,1031774,2006-07-10,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1376432,1376272,276432,73585,https://www.transfermarkt.de/vfb-stuttgart/kader/verein/79/saison_id/2026/plus/1,b40e4a3e03d09694b8088bd37ac70efaa5300c9034dde9d4027b90762ed3b647
GER1,TSG 1899 Hoffenheim,533,Luca Philipp,432671,2000-11-28,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376433,1376433,280195,257638,https://www.transfermarkt.de/tsg-1899-hoffenheim/kader/verein/533/saison_id/2026/plus/1,e5e493cd00b5c047bf6df4097b4f69f777e988a4f1f63a0879aef32a7379e1cd
GER1,TSG 1899 Hoffenheim,533,Bambasé Conté,574193,2003-07-07,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,LOAN_RETURN,1376432,1376433,276419,267782,https://www.transfermarkt.de/tsg-1899-hoffenheim/kader/verein/533/saison_id/2026/plus/1,e5e493cd00b5c047bf6df4097b4f69f777e988a4f1f63a0879aef32a7379e1cd
GER1,TSG 1899 Hoffenheim,533,Adam Daghim,881297,2005-09-28,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376274,1376433,100005,268504,https://www.transfermarkt.de/tsg-1899-hoffenheim/kader/verein/533/saison_id/2026/plus/1,e5e493cd00b5c047bf6df4097b4f69f777e988a4f1f63a0879aef32a7379e1cd
GER1,Bayer 04 Leverkusen,15,Facundo Medina,474800,1999-05-28,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1179662,1376261,283969,236804,https://www.transfermarkt.de/bayer-04-leverkusen/kader/verein/15/saison_id/2026/plus/1,355a935f7561800deae1a58eea59105fd8753e003beced3cff71c0acbf734e7f
GER1,Bayer 04 Leverkusen,15,Tim Oermann,696164,2003-10-06,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,262154,1376261,265237,270033,https://www.transfermarkt.de/bayer-04-leverkusen/kader/verein/15/saison_id/2026/plus/1,355a935f7561800deae1a58eea59105fd8753e003beced3cff71c0acbf734e7f
GER1,Bayer 04 Leverkusen,15,Victor Boniface,656681,2000-12-23,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1376271,1376261,280783,247679,https://www.transfermarkt.de/bayer-04-leverkusen/kader/verein/15/saison_id/2026/plus/1,355a935f7561800deae1a58eea59105fd8753e003beced3cff71c0acbf734e7f
GER1,Bayer 04 Leverkusen,15,Ndjicoura Bomba,1392804,2008-03-12,REVIEW_REQUIRED,Identity unresolved,MISSING_FROM_FM,UNVERIFIED,,1376261,,,https://www.transfermarkt.de/bayer-04-leverkusen/kader/verein/15/saison_id/2026/plus/1,355a935f7561800deae1a58eea59105fd8753e003beced3cff71c0acbf734e7f
GER1,Sport-Club Freiburg,60,Bruno Ogbus,863759,2005-12-17,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277875,279045,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Philipp Lienhart,225657,1996-07-11,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277851,231366,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Max Rosenfelder,599419,2003-02-10,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277865,263022,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Berkay Yılmaz,907087,2005-02-25,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,LOAN_RETURN,1376258,1376270,274305,279115,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Christian Günter,93707,1993-02-28,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277854,209846,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Philipp Treu,335993,2000-12-03,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277859,262666,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Lukas Kübler,93604,1992-08-30,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277858,208335,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Patrick Osterhage,443331,2000-02-01,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277857,250931,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Yannik Engelhardt,405670,2001-02-07,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376263,1376270,279839,262906,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Maximilian Eggestein,190284,1996-12-08,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277855,226168,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Derry Scherhant,820957,2002-11-10,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277870,269705,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Florent Muslija,337036,1998-07-06,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1376429,1376270,276694,239696,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Cyriaque Irié,1145064,2005-06-20,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277872,74431,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Igor Matanovic,605268,2003-03-31,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277868,259750,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Keisuke Goto,916623,2005-06-03,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,458759,1376270,236040,76570,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Sport-Club Freiburg,60,Lucas Höler,248999,1994-07-10,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376270,1376270,277863,234875,https://www.transfermarkt.de/sc-freiburg/kader/verein/60/saison_id/2026/plus/1,e62e19efa9614998b4f5177da82a997a537a7c947c1c8872e3857207ec428e4f
GER1,Eintracht Frankfurt,24,Noah Atubolu,526845,2002-05-25,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1376270,1376279,277853,262659,https://www.transfermarkt.de/eintracht-frankfurt/kader/verein/24/saison_id/2026/plus/1,b45935ddcd2a6095f6ba7722a68fe41a24ae9eab482678ab594edfe3149e642f
GER1,Eintracht Frankfurt,24,Timothy Chandler,49723,1990-03-29,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,UNVERIFIED,1376279,1376279,277159,202316,https://www.transfermarkt.de/eintracht-frankfurt/kader/verein/24/saison_id/2026/plus/1,b45935ddcd2a6095f6ba7722a68fe41a24ae9eab482678ab594edfe3149e642f
GER1,Eintracht Frankfurt,24,Noël Aséko,904974,2005-11-22,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,PERMANENT,1376268,1376279,275748,279622,https://www.transfermarkt.de/eintracht-frankfurt/kader/verein/24/saison_id/2026/plus/1,b45935ddcd2a6095f6ba7722a68fe41a24ae9eab482678ab594edfe3149e642f
GER1,Eintracht Frankfurt,24,Ayoube Amaimouni-Echghouyab,799993,2004-11-30,REVIEW_REQUIRED,"Unique identity, dated current roster and valid contract chronology; transfer event required for club change",TRANSFER_IN,PERMANENT,1376433,1376279,,0,https://www.transfermarkt.de/eintracht-frankfurt/kader/verein/24/saison_id/2026/plus/1,b45935ddcd2a6095f6ba7722a68fe41a24ae9eab482678ab594edfe3149e642f
GER1,FC Augsburg,167,Juma Bah,1121298,2006-04-11,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1179666,1376431,285283,75148,https://www.transfermarkt.de/fc-augsburg/kader/verein/167/saison_id/2026/plus/1,323d986d5d073658ccfd8af3d4978da6e4a9845c0cdcce47798096a26f016833
GER1,FC Augsburg,167,Yannik Keitel,342039,2000-02-15,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,UNVERIFIED,1376272,1376431,277656,256118,https://www.transfermarkt.de/fc-augsburg/kader/verein/167/saison_id/2026/plus/1,323d986d5d073658ccfd8af3d4978da6e4a9845c0cdcce47798096a26f016833
GER1,FC Augsburg,167,Tim Breithaupt,569457,2002-02-07,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,1376429,1376431,276700,259559,https://www.transfermarkt.de/fc-augsburg/kader/verein/167/saison_id/2026/plus/1,323d986d5d073658ccfd8af3d4978da6e4a9845c0cdcce47798096a26f016833
GER1,FC Augsburg,167,Arijon Ibrahimovic,744728,2005-12-11,REVIEW_REQUIRED,DFB roster contradicts current Transfermarkt affiliation,AMBIGUOUS,LOAN,1376302,1376431,281243,266236,https://www.transfermarkt.de/fc-augsburg/kader/verein/167/saison_id/2026/plus/1,323d986d5d073658ccfd8af3d4978da6e4a9845c0cdcce47798096a26f016833
GER1,FC Augsburg,167,Steve Mounié,238639,1994-09-29,REVIEW_REQUIRED,Installed future conditions need typed native review,TRANSFER_IN,LOAN_RETURN,3145783,1376431,200186,224883,https://www.transfermarkt.de/fc-augsburg/kader/verein/167/saison_id/2026/plus/1,323d986d5d073658ccfd8af3d4978da6e4a9845c0cdcce47798096a26f016833
GER1,1. FSV Mainz 05,39,Stefan Posch,223974,1997-05-14,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1769516,1376259,283721,223671,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FSV Mainz 05,39,Stefan Bell,82350,1991-08-24,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,UNVERIFIED,1376259,1376259,280309,198352,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FSV Mainz 05,39,Rael Nakuzola,1112952,2007-04-28,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376259,271938,0,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FSV Mainz 05,39,Eric Martel,597000,2002-04-29,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376275,1376259,277510,256942,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FSV Mainz 05,39,Sota Kawasaki,733371,2001-07-30,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,PERMANENT,1376259,1376259,280314,266061,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FSV Mainz 05,39,Silas,612826,1998-10-06,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,UNVERIFIED,1376272,1376259,277651,245940,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FSV Mainz 05,39,Ransford Königsdörffer,470038,2001-09-13,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376267,1376259,275631,255036,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FSV Mainz 05,39,Alynho Haidara,1392952,2008-07-26,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376259,,86854,https://www.transfermarkt.de/1-fsv-mainz-05/kader/verein/39/saison_id/2026/plus/1,a0ac0e0c9eb47a3776e4e43c8257aa032114b35240aadb843dc1c757a5313de7
GER1,1. FC Union Berlin,89,Matheo Raab,386685,1998-12-18,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376348,1376348,277774,257480,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Carl Klaus,161057,1994-01-16,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376348,1376348,277778,252456,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Zeno Van Den Bosch,738774,2003-07-06,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,458785,1376348,235338,260931,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Stanley Nsoki,371141,1999-04-09,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,PERMANENT,1376348,1376348,277772,241941,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Marvin Friedrich,196231,1995-12-13,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1376263,1376348,279837,222493,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Andrik Markgraf,1027870,2006-03-07,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376348,1376348,277781,80165,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Josip Juranovic,362977,1995-08-16,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376348,1376348,277758,257771,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Christopher Trimmel,75921,1987-02-24,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,UNVERIFIED,1376348,1376348,277761,193254,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Michel Aebischer,237658,1997-01-06,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,1769520,1376348,287482,236898,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Robert Skov,270393,1996-05-20,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376348,1376348,277759,215449,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Kastriot Imeri,469957,2000-06-27,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,PERMANENT,3080197,1376348,194528,250766,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Livan Burcu,519872,2004-09-28,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376348,1376348,277777,276583,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Julien Friedrich,1033581,2006-11-12,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,TRANSFER_IN,LOAN_RETURN,1378815,1376348,280168,0,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Emmanuel Latte Lath,392964,1999-01-01,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,6234441,1376348,300580,237295,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Tim Skarke,287920,1996-09-07,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376348,1376348,277771,229286,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,1. FC Union Berlin,89,Mekhi Gray,1162925,2007-02-19,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,PERMANENT,1376348,1376348,290008,220820,https://www.transfermarkt.de/1-fc-union-berlin/kader/verein/89/saison_id/2026/plus/1,09ae9c47f64c54ef97da615c30d6aa9ae9d953e1a3e18c00b87ea902f5a73e34
GER1,Borussia Mönchengladbach,18,Jan Olschowsky,455922,2001-11-18,REVIEW_REQUIRED,Changed club without confirmed matching transfer event,TRANSFER_IN,UNVERIFIED,1376276,1376263,272744,257273,https://www.transfermarkt.de/borussia-monchengladbach/kader/verein/18/saison_id/2026/plus/1,93aeb3d082cba6ceafd5d994cd6c62a394304bd2c6b1a3d5db6e9a807ca2f1d1
GER1,Borussia Mönchengladbach,18,Tobias Sippel,31653,1988-03-22,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,UNVERIFIED,1376263,1376263,279852,177475,https://www.transfermarkt.de/borussia-monchengladbach/kader/verein/18/saison_id/2026/plus/1,93aeb3d082cba6ceafd5d994cd6c62a394304bd2c6b1a3d5db6e9a807ca2f1d1
GER1,Borussia Mönchengladbach,18,Daiki Hashioka,387191,1999-05-17,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,786441,1376263,295796,242006,https://www.transfermarkt.de/borussia-monchengladbach/kader/verein/18/saison_id/2026/plus/1,93aeb3d082cba6ceafd5d994cd6c62a394304bd2c6b1a3d5db6e9a807ca2f1d1
GER1,Borussia Mönchengladbach,18,Wael Mohya,1070979,2008-12-31,REVIEW_REQUIRED,Missing/expired contract or unverified effective date,UNCHANGED,UNVERIFIED,1376263,1376263,292082,0,https://www.transfermarkt.de/borussia-monchengladbach/kader/verein/18/saison_id/2026/plus/1,93aeb3d082cba6ceafd5d994cd6c62a394304bd2c6b1a3d5db6e9a807ca2f1d1
GER1,Borussia Mönchengladbach,18,Nicolas Kühn,336012,2000-01-01,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,1769516,1376263,283726,239977,https://www.transfermarkt.de/borussia-monchengladbach/kader/verein/18/saison_id/2026/plus/1,93aeb3d082cba6ceafd5d994cd6c62a394304bd2c6b1a3d5db6e9a807ca2f1d1
GER1,Hamburger SV,41,Elias Lahti,1303450,2009-01-09,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376267,275707,0,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
GER1,Hamburger SV,41,Sebastiaan Bornauw,338629,1999-03-22,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,917545,1376267,23829,242663,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
GER1,Hamburger SV,41,Warmed Omari,711996,2000-04-23,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,UNVERIFIED,1376267,1376267,275634,256854,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
GER1,Hamburger SV,41,David Møller Wolfe,661427,2002-04-23,REVIEW_REQUIRED,Loan: parent ownership and dates require native loan plan,LOAN_IN,LOAN,917547,1376267,23749,262135,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
GER1,Hamburger SV,41,Louis Lemke,1294853,2009-10-08,REVIEW_REQUIRED,Identity unresolved,CONFLICT,UNVERIFIED,,1376267,275699,0,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
GER1,Hamburger SV,41,Fábio Vieira,537598,2000-05-30,REVIEW_REQUIRED,Installed future conditions need typed native review,UNCHANGED,PERMANENT,1376267,1376267,275619,256958,https://www.transfermarkt.de/hamburger-sv/kader/verein/41/saison_id/2026/plus/1,b64691692e6ee125bc166e1e2f2766b5b1648b8f0d8bf0281ff1575f23bed386
