league,club,player,player_tm_id,status,issues,roster_club_tm_id,profile_club_tm_id,full_name,dob,nationality,loan_owner_tm_id,owner_contract_until,profile_source,profile_sha256,roster_source,roster_sha256,snapshot_date
CZE1,SK Slavia Prag,Jakub Kolisek,1078215,REVIEW_REQUIRED,CLUB_CONFLICT,62,6541,Jakub Kolísek,2007-08-14,Tschechien,,,https://www.transfermarkt.de/jakub-kolisek/profil/spieler/1078215,5645adbeb83370dc2e5bd91ad9c2ba46b9fb0522c4b6be69324f0e10ace30fcb,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12
CZE1,AC Sparta Prag,Ondrej Penxa,1013797,REVIEW_REQUIRED,CLUB_CONFLICT,197,6483,Ondřej Penxa,2007-03-23,Tschechien,,,https://www.transfermarkt.de/ondrej-penxa/profil/spieler/1013797,e4cce081263353b686d719569faecbdb59be396cd94e367328c09268aa1046fe,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
CZE1,FC Hradec Kralove,Stepan Ponikelsky,1140173,REVIEW_REQUIRED,CLUB_CONFLICT,1897,37466,Štěpán Ponikelský,2007-06-25,Tschechien,,,https://www.transfermarkt.de/stepan-ponikelsky/profil/spieler/1140173,e8be259ed749dc43328315b0f34bf691c7080484b91299c0f811e5a595187fcd,https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,9f165382686e89ef721bef5137a1368d6a21993eeb3b6a2f26d9e63870638938,2026-09-12
CZE1,FC Hradec Kralove,Abdullahi Umar,1405829,HIGH_CONFIDENCE,,1897,1897,,2007-01-16,Nigeria,,,https://www.transfermarkt.de/abdullahi-umar/profil/spieler/1405829,e5472a169d74555421e95eafbe66f83a410ac9fb497e4b89cd25f879002d6f5a,https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,9f165382686e89ef721bef5137a1368d6a21993eeb3b6a2f26d9e63870638938,2026-09-12
CZE1,FK Jablonec,Filip Novak,107665,HIGH_CONFIDENCE,,1322,1322,Filip Novák,1990-06-26,Tschechien,,,https://www.transfermarkt.de/filip-novak/profil/spieler/107665,c69c0dc8911eca0531b72da5db0cca21a191d6ff15952655509f2fd81b99b8ba,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
CZE1,FK Jablonec,David Nykrin,940793,REVIEW_REQUIRED,CLUB_CONFLICT,1322,6488,David Nykrín,2004-06-28,Tschechien,,,https://www.transfermarkt.de/david-nykrin/profil/spieler/940793,9fb551164fc1f2b3f3fd21294017510850d5020f7a4e34cc3594bb230ccf2245,https://www.transfermarkt.de/fk-jablonec/kader/verein/1322/saison_id/2026/plus/1,fa6bc207fa67c20e0cd9ca574d81e19d3d8b6b77840b71993b1620a5a4b28b21,2026-09-12
CZE1,FC Slovan Liberec,David Hamansenya,1401055,HIGH_CONFIDENCE,,697,697,,2007-06-24,Sambia,17686,,https://www.transfermarkt.de/david-hamansenya/profil/spieler/1401055,a08006499ecb0ae2d006f614a73c713495f9c0f20fe182fa2ac61a7075e2c47e,https://www.transfermarkt.de/fc-slovan-liberec/kader/verein/697/saison_id/2026/plus/1,6aba2d7156fcbb82e5f0f245492c388de338ad498bd8ff4bd953a9b7fb194317,2026-09-12
CZE1,FC Slovan Liberec,Qëndrim Zyba,482386,HIGH_CONFIDENCE,,697,697,,2001-02-03,Kosovo,,,https://www.transfermarkt.de/qendrim-zyba/profil/spieler/482386,747e9e5b05873968e9b8f2ef7b3cf86395ac48ce12574d8eedffdde0d355ac24,https://www.transfermarkt.de/fc-slovan-liberec/kader/verein/697/saison_id/2026/plus/1,6aba2d7156fcbb82e5f0f245492c388de338ad498bd8ff4bd953a9b7fb194317,2026-09-12
CZE1,FC Slovan Liberec,Matej Mikulenka,751681,HIGH_CONFIDENCE,,697,697,Matěj Mikulenka,2004-02-05,Tschechien,,,https://www.transfermarkt.de/matej-mikulenka/profil/spieler/751681,e1e1f431a328521040ee307d97b826e844f9708e9392b9dda9b277019bfcecb0,https://www.transfermarkt.de/fc-slovan-liberec/kader/verein/697/saison_id/2026/plus/1,6aba2d7156fcbb82e5f0f245492c388de338ad498bd8ff4bd953a9b7fb194317,2026-09-12
CZE1,SK Sigma Olmütz,Léo Borges,681692,HIGH_CONFIDENCE,,2311,2311,,2001-01-03,Brasilien,,,https://www.transfermarkt.de/leo-borges/profil/spieler/681692,ec50e02ff7b2fd0e2d4954f6a757d2d3cb100297cc5b40b6073516463f6b7d40,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12
CZE1,SK Sigma Olmütz,Igor Brzyski,707499,HIGH_CONFIDENCE,,2311,2311,,2007-03-15,Polen,,,https://www.transfermarkt.de/igor-brzyski/profil/spieler/707499,3010de47b1d9e90bc80886cd65a737cdd0f780d5fafaf1c265a6419ba121e6f3,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12
CZE1,SK Sigma Olmütz,Vaclav Zahradnicek,1115586,REVIEW_REQUIRED,CLUB_CONFLICT,2311,6038,Václav Zahradníček,2006-02-26,Tschechien,,,https://www.transfermarkt.de/vaclav-zahradnicek/profil/spieler/1115586,d5d0c643a688fa70e407f8058391e5bf43c0f36a2a04bfd18236205d50edf6dc,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12
CZE1,SK Sigma Olmütz,Filip Urica,652048,REVIEW_REQUIRED,CLUB_CONFLICT,2311,6038,Filip Uriča,2003-09-10,Tschechien,,,https://www.transfermarkt.de/filip-urica/profil/spieler/652048,bdd37355554dc041f2ad30d28bf691e6a3c2a7d1698b5c99033d0d646ff0b88e,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12
CZE1,SK Sigma Olmütz,John Paul Dembe,1111684,HIGH_CONFIDENCE,,2311,2311,,2005-07-03,Uganda,,,https://www.transfermarkt.de/john-paul-dembe/profil/spieler/1111684,3484103a8184abc58b1c3eac873cd70f2a429db863f6cf20ccd18ce48600d759,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12
CZE1,FK Pardubice,Denis Halinsky,816875,HIGH_CONFIDENCE,,1496,1496,,2003-07-13,Tschechien,62,2030-06-30,https://www.transfermarkt.de/denis-halinsky/profil/spieler/816875,f4bfaf20311a25c5d87725c47acc0acfc42b513ba313df15d802f2184226ea18,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
CZE1,FK Pardubice,Mouhamed Tidjane Traore,1063475,HIGH_CONFIDENCE,,1496,1496,,2003-03-21,Elfenbeinküste,,,https://www.transfermarkt.de/mouhamed-tidjane-traore/profil/spieler/1063475,eed91cb9db5d13265ee90a7935371dddf5586211544a531bd86fa96d9687a5e5,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
CZE1,FK Pardubice,Jiri Zima,1013809,REVIEW_REQUIRED,CLUB_CONFLICT,1496,40315,Jiří Zima,2007-12-21,Tschechien,,,https://www.transfermarkt.de/jiri-zima/profil/spieler/1013809,1bad1aecc0f2c4585928e17be1969f2ca10fec44513a706a08f4f835fd501028,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
CZE1,FK Pardubice,Martin Reil,1143628,REVIEW_REQUIRED,CLUB_CONFLICT,1496,40315,,2006-05-05,Tschechien,,,https://www.transfermarkt.de/martin-reil/profil/spieler/1143628,b10c5f6507a141669a4968d5564a254c8d895fd386ad4d7799446a64f574b560,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
CZE1,FK Pardubice,Victor Samuel,1381202,HIGH_CONFIDENCE,,1496,1496,Victor Elem Samuel,2006-06-29,Nigeria,,,https://www.transfermarkt.de/victor-samuel/profil/spieler/1381202,06106210ad87e68c9232bbc6514c7249217e6eac184b138c29cdf34d0fca0b96,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12
CZE1,Bohemians Prag 1905,Jakub Tichy,1437642,REVIEW_REQUIRED,CLUB_CONFLICT,715,37465,Jakub Tichý,2006-11-14,Tschechien,,,https://www.transfermarkt.de/jakub-tichy/profil/spieler/1437642,48bbb638ac781ed0e382cfb0369853cf002093cf302bcd0a5f3671382222548f,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
CZE1,Bohemians Prag 1905,Samuel Obinaya,1237999,HIGH_CONFIDENCE,,715,715,Обінайя Самуель Стівович,2005-08-28,Ukraine,1322,,https://www.transfermarkt.de/samuel-obinaya/profil/spieler/1237999,cd866ee2530870c1f2c50fb07113fbad78453adb83db5dabd36cb9c927feb028,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
CZE1,Bohemians Prag 1905,Oliver Mikuda,1295123,REVIEW_REQUIRED,CLUB_CONFLICT,715,37465,,2005-06-01,Tschechien,,,https://www.transfermarkt.de/oliver-mikuda/profil/spieler/1295123,c2e81459c6cdd4e61a56f508a3e3e876b99c6e068a162ffd772899dd6d1a5c69,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
CZE1,Bohemians Prag 1905,Matej Suryn,1240796,REVIEW_REQUIRED,CLUB_CONFLICT,715,37465,Matěj Šurýn,2004-09-22,Tschechien,,,https://www.transfermarkt.de/matej-suryn/profil/spieler/1240796,c2d09e59a757203e0b70b32bd6cf6e44573cd9dca41a031f84181561cfac1a77,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
CZE1,Bohemians Prag 1905,Mohamed Yasser,975321,HIGH_CONFIDENCE,,715,715,Mohamed Yasser Nour,2001-05-05,Ägypten,,,https://www.transfermarkt.de/mohamed-yasser/profil/spieler/975321,4fb4d574fb4d8a7bbb8eec8ade97b3788a0dfba9b105db2f8af4f0eac624fe80,https://www.transfermarkt.de/bohemians-prag-1905/kader/verein/715/saison_id/2026/plus/1,ebdb6624691ca6718b5ca6df413da8f706167c604575caed018b5bb2940716cb,2026-09-12
CZE1,FK Teplice,Abdourahman Badamosi,1369811,HIGH_CONFIDENCE,,814,814,,2007-01-10,Gambia,,,https://www.transfermarkt.de/abdourahman-badamosi/profil/spieler/1369811,823718cf478e8991db9a69c491d8ea6426e171e5e6b7309e7770abc9826ebe71,https://www.transfermarkt.de/fk-teplice/kader/verein/814/saison_id/2026/plus/1,d56a4f10e63ee591f34d8043653f8dec1ff43e812697defcdc04274a50cee948,2026-09-12
CZE1,FC Zlin,David Grygera,1115680,REVIEW_REQUIRED,CLUB_CONFLICT,5545,13905,,2005-06-21,Tschechien,,,https://www.transfermarkt.de/david-grygera/profil/spieler/1115680,90fd606acac456f6650f5676ccdb510644b7c29e9a4803f2bfa87271e0f501ae,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
CZE1,FC Zlin,Stanislav Petruța,891070,HIGH_CONFIDENCE,,5545,5545,Stanislav Petruța,2005-10-16,Tschechien Moldawien,377,,https://www.transfermarkt.de/stanislav-petruta/profil/spieler/891070,7e7c308701f7b970cc5f9e55c2c9f9e909f1019b6eef75de7ac61844c49d2031,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
CZE1,FC Zlin,Jiri Stefan,1126043,REVIEW_REQUIRED,CLUB_CONFLICT,5545,13905,Jiří Štefan,2006-07-09,Tschechien,,,https://www.transfermarkt.de/jiri-stefan/profil/spieler/1126043,b052c44fcb551b437c0796af04d8a1ae65b737a85a6c0547b7c561856fd8c97a,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
CZE1,FC Zlin,Tomas Fojtu,748201,REVIEW_REQUIRED,CLUB_CONFLICT,5545,13905,Tomáš Fojtů,2003-08-02,Tschechien,,,https://www.transfermarkt.de/tomas-fojtu/profil/spieler/748201,687ba14c414f0e8d10a86d1b2285da21c48e596dae6ba5547cca0abf188ae275,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
CZE1,FC Zlin,Filip Dornak,1126044,REVIEW_REQUIRED,CLUB_CONFLICT,5545,13905,Filip Dorňák,2006-07-23,Tschechien,,,https://www.transfermarkt.de/filip-dornak/profil/spieler/1126044,e61b495d1868fb39f4088ef637697c9deb8d5b4cf2d74b16ae85ab3d4b05c9db,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
CZE1,FC Zlin,Moustapha Toure,1523194,REVIEW_REQUIRED,CLUB_CONFLICT,5545,13905,Mouhamed Moustapha Alassane Toure,2007-10-04,Senegal,,,https://www.transfermarkt.de/moustapha-toure/profil/spieler/1523194,2962cf94562026350dcdad7a486b26f0b5953da89de36b5435ddc050bca75f48,https://www.transfermarkt.de/fc-zlin/kader/verein/5545/saison_id/2026/plus/1,145632bcb3322adba503e23b5de14e7fcaebb0cc067878f73ac83683b3023bd4,2026-09-12
CZE1,FK Mlada Boleslav,Marek Obdrzalek,1013790,REVIEW_REQUIRED,CLUB_CONFLICT,5546,22729,Marek Obdržálek,2007-03-03,Tschechien,,,https://www.transfermarkt.de/marek-obdrzalek/profil/spieler/1013790,1a17b0f176cde81dc47206852a3e7d0f83b03bdd71a9715863f5cd9b5d7d9b45,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
CZE1,FK Mlada Boleslav,Filip Kolar,839538,REVIEW_REQUIRED,CLUB_CONFLICT,5546,22729,Filip Kolář,2005-06-06,Tschechien,,,https://www.transfermarkt.de/filip-kolar/profil/spieler/839538,b8f390aac59b79cdab44e48d27e24fd7fe38ca6980350bf81561e08e86e35dd8,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
CZE1,FK Mlada Boleslav,Dominik Mares,941029,HIGH_CONFIDENCE,,5546,5546,Dominik Mareš,2003-02-03,Tschechien,,,https://www.transfermarkt.de/dominik-mares/profil/spieler/941029,5dea33fc95fc4c446139b5c9e266eb7ed1c876af3663d9d3020a0ad6b97ddea1,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
CZE1,FK Mlada Boleslav,Jan Jinoch,1166018,REVIEW_REQUIRED,CLUB_CONFLICT,5546,22729,,2006-05-02,Tschechien,,,https://www.transfermarkt.de/jan-jinoch/profil/spieler/1166018,9119e511266521455ef9eaddd55c99f68f462792165f0582b3493c4dc0b92894,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
CZE1,FK Mlada Boleslav,Bolu Ogungbayi,1048442,HIGH_CONFIDENCE,,5546,5546,Boluwatife Victor Ogungbayi,2004-05-16,Nigeria,,,https://www.transfermarkt.de/bolu-ogungbayi/profil/spieler/1048442,077d2f19049ad86899b91edfaf5bd5e47a5857673e316c0a930a9ecdae35deab,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
CZE1,1.FC Slovacko,Gibril Sosseh,1372149,HIGH_CONFIDENCE,,5544,5544,,2007-01-01,Gambia,62,2030-12-31,https://www.transfermarkt.de/gibril-sosseh/profil/spieler/1372149,974f3a7d623eaed2a984bc1e8363f922e8fb7eafc791c45aafd902f36aa04c03,https://www.transfermarkt.de/1-fc-slovacko/kader/verein/5544/saison_id/2026/plus/1,42dab36a10cfd13d442ece1bb7499f652fac54d38b8eba2248452673a53bcacf,2026-09-12
CZE1,1.FC Slovacko,Filip Hruska,1339658,REVIEW_REQUIRED,CLUB_CONFLICT,5544,8943,Filip Hruška,2008-08-29,Tschechien,,,https://www.transfermarkt.de/filip-hruska/profil/spieler/1339658,0877e14f910b171b4357f9efccede8ad2bb9772a601331008cd00082c8b64ff1,https://www.transfermarkt.de/1-fc-slovacko/kader/verein/5544/saison_id/2026/plus/1,42dab36a10cfd13d442ece1bb7499f652fac54d38b8eba2248452673a53bcacf,2026-09-12
CZE1,1.FC Slovacko,Jan Fiala,723528,HIGH_CONFIDENCE,,5544,5544,Jan Fiala,2001-05-04,Tschechien,2311,2028-06-30,https://www.transfermarkt.de/jan-fiala/profil/spieler/723528,d36be9b18dc42167edc6eac16e965b0a5024f35e8c2d2d6c330be139deecbdc6,https://www.transfermarkt.de/1-fc-slovacko/kader/verein/5544/saison_id/2026/plus/1,42dab36a10cfd13d442ece1bb7499f652fac54d38b8eba2248452673a53bcacf,2026-09-12
CZE1,1.FC Slovacko,Ousman Ceesay,1281438,REVIEW_REQUIRED,CLUB_CONFLICT,5544,8943,,2005-07-08,Gambia,,,https://www.transfermarkt.de/ousman-ceesay/profil/spieler/1281438,f93f4b56b9c6700463d98fa37dece10fe6f815bb77898eeed18fbb58a3ad16ea,https://www.transfermarkt.de/1-fc-slovacko/kader/verein/5544/saison_id/2026/plus/1,42dab36a10cfd13d442ece1bb7499f652fac54d38b8eba2248452673a53bcacf,2026-09-12
CZE1,FC Banik Ostrau,Maksym Dyachuk,726014,HIGH_CONFIDENCE,,377,377,Дячук Максим Ростиславович,2003-07-21,Ukraine,338,2028-06-30,https://www.transfermarkt.de/maksym-dyachuk/profil/spieler/726014,e9bd243126b449ba3bfe8a5dee044f51895766951da6d57cb53fedb88ec7e183,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
CZE1,FC Banik Ostrau,Yevgeniy Skyba,1052374,HIGH_CONFIDENCE,,377,377,Скиба Євгеній Володимирович,2003-03-25,Ukraine,,,https://www.transfermarkt.de/yevgeniy-skyba/profil/spieler/1052374,e20940a39060e2fac9edd7d599a088d929316c07b6b416a655df17697a0d7d2e,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
CZE1,FC Banik Ostrau,Jiri Micek,1013792,HIGH_CONFIDENCE,,377,377,Jiří Míček,2007-06-07,Tschechien,,,https://www.transfermarkt.de/jiri-micek/profil/spieler/1013792,8e9b1078bfed355d82909ce6b577267a2422ab9ab37199c36e4c73db1154b451,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
CZE1,FC Banik Ostrau,Rhodri Smith,1061048,HIGH_CONFIDENCE,,377,377,,2006-09-09,Schweiz England,452,2030-06-30,https://www.transfermarkt.de/rhodri-smith/profil/spieler/1061048,db5e9e4348815c24a21331114f9580c90aee0c9703ec4ad8c007c4305a416708,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
CZE1,FC Banik Ostrau,Jakub Elbel,673450,HIGH_CONFIDENCE,,377,377,,2000-07-06,Tschechien,,,https://www.transfermarkt.de/jakub-elbel/profil/spieler/673450,a75b643db5265712ce71954c93bac75370aa4f74b25835776352daf18e87c4f5,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
CZE1,FC Zbrojovka Brünn,Colin Andrew,943864,HIGH_CONFIDENCE,,5225,5225,,2004-02-25,Tschechien Nigeria,,,https://www.transfermarkt.de/colin-andrew/profil/spieler/943864,478e45c4667ce3a674cc28930c9f63f75989a7667a6d5741ce79fb5918adc032,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
CZE1,FC Zbrojovka Brünn,Ondrej Prodelal,993841,REVIEW_REQUIRED,CLUB_CONFLICT,5225,8890,Ondřej Prodělal,2005-11-29,Tschechien,,,https://www.transfermarkt.de/ondrej-prodelal/profil/spieler/993841,8b450014fdfabc247e3693eb5ebc8ddcb93b1469ecfd628b6504e27f4245b7d9,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
CZE1,FC Zbrojovka Brünn,Afolabi Soliu,1200278,HIGH_CONFIDENCE,,5225,5225,,2005-08-08,Nigeria,697,2029-06-30,https://www.transfermarkt.de/afolabi-soliu/profil/spieler/1200278,fe270cfeb1c89dff9e643a9efe470ee566682fe8025d4e83f2adc9094a61ce94,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
CZE1,SK Artis Brünn,Ismael Sylla,1544985,HIGH_CONFIDENCE,,24325,24325,Ge Ismael Nicaise Sylla,2008-02-07,Elfenbeinküste,,,https://www.transfermarkt.de/ismael-sylla/profil/spieler/1544985,b7f3e9aa272961677152a372cea7f95f88b10ad48c91a535d4d1d9c58ba0d8f7,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
CZE1,SK Artis Brünn,Youssoupha Sanyang,1238634,HIGH_CONFIDENCE,,24325,24325,,2005-08-31,Gambia Senegal,62,2030-06-30,https://www.transfermarkt.de/youssoupha-sanyang/profil/spieler/1238634,56607b29e8b1a55316020c2917a88f14c25af1aa8ac15bcbb10ce75b02b75682,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
CZE1,SK Artis Brünn,Vladimir Perisic,760492,HIGH_CONFIDENCE,,24325,24325,Владимир Перишић,2004-08-26,Montenegro,,,https://www.transfermarkt.de/vladimir-perisic/profil/spieler/760492,a1d698698520b8561ac8e656f5e451c785be29eb6ae5a08a979a5b2d4ba2e153,https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,2026-09-12
ESP1,FC Barcelona,Hamza Abdelkarim,1259085,HIGH_CONFIDENCE,,131,131,حمزة عبدالكريم Hamza Mohamed Abdelkarim Selim,2008-01-01,Ägypten,,,https://www.transfermarkt.de/hamza-abdelkarim/profil/spieler/1259085,75bb9cbf135e113f72703047f1f5f8b0366155657f2ed1e3b8051207592e8d84,https://www.transfermarkt.de/fc-barcelona/kader/verein/131/saison_id/2026/plus/1,48995ede060e2f10268fd330cd92886372ac077da45713b1cc6976bb8188de77,2026-09-12
ESP1,Real Madrid,Jorge Cestero,1186235,REVIEW_REQUIRED,CLUB_CONFLICT,418,6767,Jorge Cestero Sancho,2006-03-24,Spanien,,,https://www.transfermarkt.de/jorge-cestero/profil/spieler/1186235,25083f20353cc9e697e648279615707613758b0e554be45d38271bc973622433,https://www.transfermarkt.de/real-madrid/kader/verein/418/saison_id/2026/plus/1,3f55dd534696e733c74c272170e6a145e36bce435bd24d7cf90ec7f8c7fe62bc,2026-09-12
ESP1,Atlético Madrid,Jorge Domínguez,1460961,REVIEW_REQUIRED,CLUB_CONFLICT,13,3679,Jorge Domínguez Lituba,2009-12-21,Spanien Kongo,,,https://www.transfermarkt.de/jorge-dominguez/profil/spieler/1460961,fcd00265fbad739e141ec989161bbed5f89f7697fcb523ab6ce6f00a913f6893,https://www.transfermarkt.de/atletico-madrid/kader/verein/13/saison_id/2026/plus/1,336e6247c22b59b6319471ca685cbf8684fa5eddbe294526159e968ec82bff6f,2026-09-12
ESP1,Real Betis Sevilla,Iker Losada,632741,HIGH_CONFIDENCE,,150,150,Iker Losada Aragunde,2001-08-01,Spanien,,,https://www.transfermarkt.de/iker-losada/profil/spieler/632741,ea7fe2d3d07a13049849d1de8a2c3ed5edcfbc19673b7ff01e5ac42ef6f60c54,https://www.transfermarkt.de/real-betis-sevilla/kader/verein/150/saison_id/2026/plus/1,2aaeb64f077be646ab6ba33019bafa8f7b5b68e0e5fcd67c1dde6bed8f42133c,2026-09-12
ESP1,FC Valencia,Diego López,617081,HIGH_CONFIDENCE,,1049,1049,Diego López Noguerol,2002-05-13,Spanien,,,https://www.transfermarkt.de/diego-lopez/profil/spieler/617081,adc117decdde448a9d18fedafc65ca03067923516ccb6eadb407b58239463beb,https://www.transfermarkt.de/fc-valencia/kader/verein/1049/saison_id/2026/plus/1,5de2e980893b594e24db008458062bfc00ba2b8df17a120bf432b038f984588c,2026-09-12
