league,club,club_tm_id,player,player_tm_id,classification,fields,before,after,source,previous_source_sha256,current_source_sha256,confidence,note
POR1,GD Estoril Praia,1465,Nail Omerovic,797824,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""11""}",https://www.transfermarkt.de/gd-estoril-praia/kader/verein/1465/saison_id/2026/plus/1,a6c0e1aa55dfd8f24789ccb8411715a61d2d5f84e965ad85a2cf07d0d424f74a,1f4451857a09faf4bc5a12d1790c126a29e1c7346930e118c1c73d3f15c8f2d8,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,GD Estoril Praia,1465,Diogo Dias,906307,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""31""}","{""shirt_number"": ""23""}",https://www.transfermarkt.de/gd-estoril-praia/kader/verein/1465/saison_id/2026/plus/1,a6c0e1aa55dfd8f24789ccb8411715a61d2d5f84e965ad85a2cf07d0d424f74a,1f4451857a09faf4bc5a12d1790c126a29e1c7346930e118c1c73d3f15c8f2d8,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,GD Estoril Praia,1465,Axel Camblan,924800,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""9""}",https://www.transfermarkt.de/gd-estoril-praia/kader/verein/1465/saison_id/2026/plus/1,a6c0e1aa55dfd8f24789ccb8411715a61d2d5f84e965ad85a2cf07d0d424f74a,1f4451857a09faf4bc5a12d1790c126a29e1c7346930e118c1c73d3f15c8f2d8,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Göztepe,1467,Tino Anjorin,433181,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""18""}",https://www.transfermarkt.de/goztepe/kader/verein/1467/saison_id/2026/plus/1,144d9a8fd8d94ebc41ceb76b4c432175533b90ac56fd09263acdcadea6f9a432,7e750ea20c17f8114b86f2de82ca9a2830fe95988c05d73fe5e72a2f70c29e0f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Göztepe,1467,Bekir Turaç Böke,500972,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: Sivasspor; Datum: 18.08.2026; Ablöse: ablösefrei\""]""}","{""change_notes"": ""[\""Neuzugang von: Sivasspor; Datum: 18.08.2026; Ablöse: draft\""]""}",https://www.transfermarkt.de/goztepe/kader/verein/1467/saison_id/2026/plus/1,144d9a8fd8d94ebc41ceb76b4c432175533b90ac56fd09263acdcadea6f9a432,7e750ea20c17f8114b86f2de82ca9a2830fe95988c05d73fe5e72a2f70c29e0f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FK Pardubice,1496,Denis Halinsky,816875,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""33""}",https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,8a0b4cbd5ff85db36ef2355cefc64caf348bece2ffcd0cc33826d7f6835b7ff7,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ESP1,Real Betis Sevilla,150,Iker Losada,632741,SOURCE_FIELDS_CHANGED,"[""position""]","{""position"": ""Hängende Spitze""}","{""position"": ""Offensives Mittelfeld""}",https://www.transfermarkt.de/real-betis-sevilla/kader/verein/150/saison_id/2026/plus/1,1c27ff3e436800e816755dc524e10e93ae746a1032c7739d96881c8b77f02117,2aaeb64f077be646ab6ba33019bafa8f7b5b68e0e5fcd67c1dde6bed8f42133c,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Samsunspor,152,Mustafa Tan,1161013,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""72""}","{""shirt_number"": ""29""}",https://www.transfermarkt.de/samsunspor/kader/verein/152/saison_id/2026/plus/1,761c0cae61ed798a07bc9ec340bf4e5a27ac8a1c5c4e44066f8e65525783ad35,4e99640342d6c03de82a839147f9c53a0cc4bc14523c727d2894fc2df5432171,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Samsunspor,152,Fatih Kaya,368825,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: SV Wehen Wiesbaden; Datum: 01.07.2026; Ablöse: ?\""]""}","{""change_notes"": ""[\""Neuzugang von: SV Wehen Wiesbaden; Datum: 01.07.2026; Ablöse: 350 Tsd. €\""]""}",https://www.transfermarkt.de/samsunspor/kader/verein/152/saison_id/2026/plus/1,761c0cae61ed798a07bc9ec340bf4e5a27ac8a1c5c4e44066f8e65525783ad35,4e99640342d6c03de82a839147f9c53a0cc4bc14523c727d2894fc2df5432171,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Samsunspor,152,Mohamed Bayo,594991,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""18""}",https://www.transfermarkt.de/samsunspor/kader/verein/152/saison_id/2026/plus/1,761c0cae61ed798a07bc9ec340bf4e5a27ac8a1c5c4e44066f8e65525783ad35,4e99640342d6c03de82a839147f9c53a0cc4bc14523c727d2894fc2df5432171,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,KAA Gent,157,Abdoul Ayinde,1160184,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Abdoul Ayinde"", ""dob"": ""2005-07-17"", ""position"": ""Linker Verteidiger"", ""shirt_number"": ""39"", ""joined"": ""2026-01-01"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/kaa-gent/kader/verein/157/saison_id/2026/plus/1,,a5b71d08783f71f42f77878fb8e7c874a9219213a9eb349e06a527ae5323fbd1,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
FRA1,AS Monaco,162,Jules Stawiecki,1075582,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Jules Stawiecki"", ""dob"": ""2007-04-10"", ""position"": ""Torwart"", ""shirt_number"": ""40"", ""joined"": ""2026-07-01"", ""contract_until"": ""2029-06-30"", ""change_notes"": ""[\""Interner Wechsel: AS Monaco U21; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/as-monaco/kader/verein/162/saison_id/2026/plus/1,,817e580f3e85d6c1f9a5e667dc7e20a43281747a6e7686ccc15a288667f05712,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,Royal Charleroi SC,172,Rafaël Teugels,1084207,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Rafaël Teugels"", ""dob"": ""2006-06-07"", ""position"": ""Linker Verteidiger"", ""shirt_number"": ""65"", ""joined"": ""2026-07-01"", ""contract_until"": """", ""change_notes"": ""[\""Interner Wechsel: Zébra Élites; Datum: 01.07.2026\""]""}",https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1,,be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Hradec Kralove,1897,Abdullahi Umar,1405829,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": """"}","{""contract_until"": ""2031-06-30""}",https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,b952f7b6b5419754d889adfb82813c79c84cfc0fba0089ef991a4f82692344f3,9f165382686e89ef721bef5137a1368d6a21993eeb3b6a2f26d9e63870638938,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,FC Hradec Kralove,1897,German Barkovskiy,755211,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""German Barkovskiy"", ""dob"": ""2002-06-25"", ""position"": ""Mittelstürmer"", ""shirt_number"": ""63"", ""joined"": ""2026-08-19"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Neuzugang von: Puszcza Niepolomice; Datum: 19.08.2026; Ablöse: 400 Tsd. €\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fc-hradec-kralove/kader/verein/1897/saison_id/2026/plus/1,b952f7b6b5419754d889adfb82813c79c84cfc0fba0089ef991a4f82692344f3,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
NED1,FC Utrecht,200,Jamie Schuldes,1081906,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Jamie Schuldes"", ""dob"": ""2007-01-26"", ""position"": ""Innenverteidiger"", ""shirt_number"": ""24"", ""joined"": ""2026-07-01"", ""contract_until"": ""2030-06-30"", ""change_notes"": ""[\""Neuzugang von: RB Leipzig U19; Datum: 01.07.2026; Ablöse: ablösefrei\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fc-utrecht/kader/verein/200/saison_id/2026/plus/1,a0d7ca9b662f544c8228096e9bfb2e3ba347a4c8881728fd6e708db350bff87c,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
NED1,FC Utrecht,200,Sergio Padt,79573,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Sergio Padt"", ""dob"": ""1990-06-06"", ""position"": ""Torwart"", ""shirt_number"": ""22"", ""joined"": ""2026-09-11"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Neuzugang von: Vereinslos; Datum: 11.09.2026; Ablöse: -\""]""}",https://www.transfermarkt.de/fc-utrecht/kader/verein/200/saison_id/2026/plus/1,,30172180fe0b90bafc4f2d8225a407eb91445c75b04c67bdb0bfe6d096d2e552,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
NED1,FC Groningen,202,Jismerai Dillema,1024694,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Jismerai Dillema"", ""dob"": ""2007-02-14"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""44"", ""joined"": """", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/fc-groningen/kader/verein/202/saison_id/2026/plus/1,,f0f5d8d6f23b2d3ed5dd60e9bd2366f7a483d8cdd5fc8a4003b210b61dd2451c,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
NED1,FC Groningen,202,Jahelille Hall,1174487,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Jahelille Hall"", ""dob"": ""2007-11-25"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""53"", ""joined"": """", ""contract_until"": """", ""change_notes"": ""[]""}",https://www.transfermarkt.de/fc-groningen/kader/verein/202/saison_id/2026/plus/1,,f0f5d8d6f23b2d3ed5dd60e9bd2366f7a483d8cdd5fc8a4003b210b61dd2451c,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Konyaspor,2293,Diogo Gonçalves,258015,SOURCE_FIELDS_CHANGED,"[""position""]","{""position"": ""Linksaußen""}","{""position"": ""Offensives Mittelfeld""}",https://www.transfermarkt.de/konyaspor/kader/verein/2293/saison_id/2026/plus/1,048353395c4ef53f7842dc15baad9e6b50a3e87ee5b4c3f031cffc1e82396ef0,069dc7281d9365629f14ccbc97a6efb86e052d5f21328d42e8d7b49edfa417e6,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Sigma Olmütz,2311,Léo Borges,681692,SOURCE_FIELDS_CHANGED,"[""shirt_number"", ""change_notes""]","{""shirt_number"": ""-"", ""change_notes"": ""[\""Neuzugang von: Pogon Stettin; Datum: 06.09.2026; Ablöse: 700 Tsd. €\""]""}","{""shirt_number"": ""4"", ""change_notes"": ""[\""Neuzugang von: Pogon Stettin; Datum: 06.09.2026; Ablöse: 1,70 Mio. €\""]""}",https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,86e8b2dc1de9bb441f402c9c611f2a70d5d6386eaf6857c2e160012487386a8a,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Sigma Olmütz,2311,Igor Brzyski,707499,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Igor Brzyski"", ""dob"": ""2007-03-15"", ""position"": ""Defensives Mittelfeld"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": """", ""change_notes"": ""[\""Neuzugang von: Pogon Stettin; Datum: 08.09.2026; Ablöse: ?\""]""}",https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Sigma Olmütz,2311,Jan Fiala,723528,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Jan Fiala"", ""dob"": ""2001-05-04"", ""position"": ""Rechtes Mittelfeld"", ""shirt_number"": ""18"", ""joined"": ""2024-07-01"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Rückkehr nach Leihe von: MFK Karvina; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,86e8b2dc1de9bb441f402c9c611f2a70d5d6386eaf6857c2e160012487386a8a,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Sigma Olmütz,2311,Matej Mikulenka,751681,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Matej Mikulenka"", ""dob"": ""2004-02-05"", ""position"": ""Rechtes Mittelfeld"", ""shirt_number"": ""25"", ""joined"": ""2024-07-01"", ""contract_until"": ""2029-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,86e8b2dc1de9bb441f402c9c611f2a70d5d6386eaf6857c2e160012487386a8a,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
NED1,Feyenoord Rotterdam,234,Jerayno Schaken,1353447,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Jerayno Schaken"", ""dob"": ""2009-06-18"", ""position"": ""Rechtsaußen"", ""shirt_number"": ""57"", ""joined"": """", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/feyenoord-rotterdam/kader/verein/234/saison_id/2026/plus/1,,0a89b967569a2864ad63a06bd5831472c80e45548525ac5b64cefc599d35295f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,CD Santa Clara,2423,Pedro Jesus,1005424,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Pedro Jesus"", ""dob"": ""2003-04-26"", ""position"": ""Offensives Mittelfeld"", ""shirt_number"": ""-"", ""joined"": ""2024-07-14"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[\""Rückkehr nach Leihe von: Académica Coimbra; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/cd-santa-clara/kader/verein/2423/saison_id/2026/plus/1,cac9bb685acac9499d6fc0e6a3ed382cc1f44071585bc47d7e77bbb4c8e510eb,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,CD Santa Clara,2423,Rildo,800177,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Rildo"", ""dob"": ""2000-01-21"", ""position"": ""Offensives Mittelfeld"", ""shirt_number"": ""37"", ""joined"": ""2022-07-25"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[\""Rückkehr nach Leihe von: Levski Sofia; Datum: 30.06.2026; Ablöse: Leih-Ende\""]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/cd-santa-clara/kader/verein/2423/saison_id/2026/plus/1,cac9bb685acac9499d6fc0e6a3ed382cc1f44071585bc47d7e77bbb4c8e510eb,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Gil Vicente FC,2424,Guilherme Gomes,1226703,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""19""}",https://www.transfermarkt.de/gil-vicente-fc/kader/verein/2424/saison_id/2026/plus/1,6da3377f7af1e8cf020bc52ff290f0ce5415de9b452593a068b7ebca8225ae99,e615ed113cbf0012df4490859c154266a50a72247c7f67c260f2f4ab6c49e4d1,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Gil Vicente FC,2424,Tiago Ferreira,1268194,SOURCE_FIELDS_CHANGED,"[""contract_until""]","{""contract_until"": ""2027-06-30""}","{""contract_until"": ""2028-06-30""}",https://www.transfermarkt.de/gil-vicente-fc/kader/verein/2424/saison_id/2026/plus/1,6da3377f7af1e8cf020bc52ff290f0ce5415de9b452593a068b7ebca8225ae99,e615ed113cbf0012df4490859c154266a50a72247c7f67c260f2f4ab6c49e4d1,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Gil Vicente FC,2424,Carlos Eduardo,927714,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Carlos Eduardo"", ""dob"": ""2002-08-10"", ""position"": ""Mittelstürmer"", ""shirt_number"": ""29"", ""joined"": ""2025-01-24"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/gil-vicente-fc/kader/verein/2424/saison_id/2026/plus/1,6da3377f7af1e8cf020bc52ff290f0ce5415de9b452593a068b7ebca8225ae99,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,Rio Ave FC,2425,Zé Carlos,617679,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Zé Carlos"", ""dob"": ""1998-07-31"", ""position"": ""Rechter Verteidiger"", ""shirt_number"": ""-"", ""joined"": ""2026-09-10"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Neuzugang von: Vereinslos; Datum: 10.09.2026; Ablöse: -\""]""}",https://www.transfermarkt.de/rio-ave-fc/kader/verein/2425/saison_id/2026/plus/1,,37a8a108e9b2165ce80a23cc2e2c874e6dbc5c341de869d1bdffc8cd3bf8f10c,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Artis Brünn,24325,Youssoupha Sanyang,1238634,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Youssoupha Sanyang"", ""dob"": ""2005-08-31"", ""position"": ""Linksaußen"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": ""2027-06-30"", ""change_notes"": ""[]""}",https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Artis Brünn,24325,Daniel Samek,671542,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Daniel Samek"", ""dob"": ""2004-02-19"", ""position"": ""Zentrales Mittelfeld"", ""shirt_number"": ""10"", ""joined"": ""2025-07-02"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,eb409e4deab2b1ece4f114cfedffe83ad24d56ea74ba76852d3d1490bed8d219,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
CZE1,SK Artis Brünn,24325,Vladimir Perisic,760492,NEW_SOURCE_ROW,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}","{""player"": ""Vladimir Perisic"", ""dob"": ""2004-08-26"", ""position"": ""Mittelstürmer"", ""shirt_number"": ""-"", ""joined"": ""2026-09-08"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[\""Neuzugang von: SK Slavia Prag B; Datum: 08.09.2026; Ablöse: ?\""]""}",https://www.transfermarkt.de/sk-artis-brunn/kader/verein/24325/saison_id/2026/plus/1,,587a867b1b6398028de49094330bc2934f1e7245d3ee79f2003e9ffe6410ac9f,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
ITA1,Genua CFC,252,Robinho Junior,1355385,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""21""}",https://www.transfermarkt.de/genua-cfc/kader/verein/252/saison_id/2026/plus/1,e2d9912653b590beee9d8b2a504eb428cfc6b6c3bc83c49fff4acdc843546e03,28831c70a8bf2f1d0e0c5e7801240ba62008e42be2eb8761306fafe7c05e7da1,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,FC Alverca,2521,Rayan Lucas,1087842,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: CR Flamengo U20; Datum: 05.08.2026; Ablöse: ?\""]""}","{""change_notes"": ""[\""Neuzugang von: CR Flamengo U20; Datum: 05.08.2026; Ablöse: ablösefrei\""]""}",https://www.transfermarkt.de/fc-alverca/kader/verein/2521/saison_id/2026/plus/1,94517f9a37f8367a2ca9bb0bd63d2ef7c0aabbf989b6c97be20bbfa8a5786aa3,7f5d01cde12ec5554a0cdae5ccc699031abd54d7e473e99ebf2c44e9a519b8ae,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
POR1,FC Alverca,2521,Stéphane Diarra,428954,ABSENT_FROM_NEW_SOURCE,"[""player"", ""dob"", ""position"", ""shirt_number"", ""joined"", ""contract_until"", ""change_notes""]","{""player"": ""Stéphane Diarra"", ""dob"": ""1998-12-09"", ""position"": ""Rechtsaußen"", ""shirt_number"": ""-"", ""joined"": ""2025-07-16"", ""contract_until"": ""2028-06-30"", ""change_notes"": ""[]""}","{""player"": """", ""dob"": """", ""position"": """", ""shirt_number"": """", ""joined"": """", ""contract_until"": """", ""change_notes"": """"}",https://www.transfermarkt.de/fc-alverca/kader/verein/2521/saison_id/2026/plus/1,94517f9a37f8367a2ca9bb0bd63d2ef7c0aabbf989b6c97be20bbfa8a5786aa3,,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
TUR1,Gaziantep FK,2832,Abakar Sylla,962555,SOURCE_FIELDS_CHANGED,"[""change_notes""]","{""change_notes"": ""[\""Neuzugang von: Racing Straßburg; Datum: 04.09.2026; Ablöse: ?\""]""}","{""change_notes"": ""[\""Neuzugang von: Racing Straßburg; Datum: 04.09.2026; Ablöse: ablösefrei\""]""}",https://www.transfermarkt.de/gaziantep-fk/kader/verein/2832/saison_id/2026/plus/1,12f0c852c363829d7ca45a64f03a021c73060c910e55b8c341183a33b09b53c0,81446f340c520f2c5aff4253c251edc727d259530fe5221a6b24ee6cfb9e01e1,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
BEL1,SK Beveren,28643,Cheick Oumar Konaté,1108145,SOURCE_FIELDS_CHANGED,"[""shirt_number""]","{""shirt_number"": ""-""}","{""shirt_number"": ""25""}",https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,b3c95e2c7f710498496407a581fe91c67e87f6134c3ba7a1a9fa5a334ece03ec,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,REVIEW_REQUIRED,Source comparison only; absence is not departure evidence.
