league,club_name,club_tm_id,player_tm_id,player,dob,nationality,native_country_id,position,club_id,contract_joined,contract_until,shirt_number,fifa_id,id_strategy,source_urls,source_hashes,confidence,zero_duplicate_proof,eligibility
NED1,SC Telstar,1434,648541,Gabrielle Caschili,2003-07-14,Niederlande Italien,,Abwehr - Rechter Verteidiger,2228252,2026-08-04,2027-06-30,18,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/gabi-caschili/profil/spieler/648541"", ""https://www.transfermarkt.de/sc-telstar/kader/verein/1434/saison_id/2026/plus/1""]","[""32aebda1d903bd78fe1ea2ee28c3b7ad20418b68617585cebd6a224544c0ee51"", ""ae77e5dfbed0657e8ac7db9c5bfa54cdae9a9aa41389f9224cb5b1406e993f05""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Gabi Caschili"",""Gabrielle Caschili""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
NED1,Fortuna Sittard,385,810846,Kaylen,2004-04-05,Deutschland Brasilien,,Torwart,2228247,2026-08-07,2027-06-30,33,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/kaylen/profil/spieler/810846"", ""https://www.transfermarkt.de/fortuna-sittard/kader/verein/385/saison_id/2026/plus/1""]","[""b186e93809e1c410f1aea6a45ae06f6e55c4c824242dd5688e149df946158333"", ""3459b44bdebecde47d2a1440be82d9c09e8f120a342ec34fc969ad1288f64fcd""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Kaylen""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,SC Braga,1075,631404,Gorby,2002-07-25,Frankreich Haiti,,Mittelfeld - Zentrales Mittelfeld,2490374,2021-12-01,2028-06-30,29,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/gorby/profil/spieler/631404"", ""https://www.transfermarkt.de/sc-braga/kader/verein/1075/saison_id/2026/plus/1""]","[""550374f0e65dd2749126401a811d82d2c82ed3ed4e2bc3e57ed2ba96f49dd9eb"", ""a179610f71e6ea7b41b62a1d2448a6aa9ceac20ea3d9356ad08e919d3506e2a7""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Gorby""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,GD Estoril Praia,1465,634430,Israel Salazar Píriz,2003-05-10,Spanien,,Sturm - Mittelstürmer,2490386,2024-08-15,2028-06-30,38,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/israel-salazar/profil/spieler/634430"", ""https://www.transfermarkt.de/gd-estoril-praia/kader/verein/1465/saison_id/2026/plus/1""]","[""899f34752b34ba5ece3535a1baeb89cf64f40beed85b54ee612462a2118243c9"", ""1f4451857a09faf4bc5a12d1790c126a29e1c7346930e118c1c73d3f15c8f2d8""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Israel Salazar"",""Israel Salazar Píriz""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,CD Santa Clara,2423,1077990,Fredy,2006-05-25,Portugal,,Mittelfeld - Offensives Mittelfeld,2490388,2026-07-05,2029-06-30,25,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/fredy/profil/spieler/1077990"", ""https://www.transfermarkt.de/cd-santa-clara/kader/verein/2423/saison_id/2026/plus/1""]","[""da9024c80085fc732ee5a11831a99c12db169a93dec2451dd467c6c8ea5a8fff"", ""996787cc90623dddfd5c425ca2df6aae95f8fd62b8b5cfb03677a214be6550e2""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Fredy""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Benfica Lissabon,294,1464920,Gabriel Índio,2008-07-26,Brasilien,,Abwehr - Innenverteidiger,2490372,2026-07-28,2031-06-30,33,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/gabriel-indio/profil/spieler/1464920"", ""https://www.transfermarkt.de/benfica-lissabon/kader/verein/294/saison_id/2026/plus/1""]","[""46d2e17101af7fe0ba7a6180bf11d112c6e881024ac3e43ffa47db2086e66e83"", ""957c9f94e6a34a4cd8987a26892c35f410ec61ced30153d1842a28e3a5d61504""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Gabriel Índio""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Benfica Lissabon,294,537844,Трубін Анатолій Володимирович,2001-08-01,Ukraine,,Torwart,2490372,2023-08-10,2028-06-30,1,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/anatoliy-trubin/profil/spieler/537844"", ""https://www.transfermarkt.de/benfica-lissabon/kader/verein/294/saison_id/2026/plus/1""]","[""f026c7abf7f57433572c38afd4cbf7924673c043ffc106ddd53f46bf38169590"", ""957c9f94e6a34a4cd8987a26892c35f410ec61ced30153d1842a28e3a5d61504""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Anatoliy Trubin"",""Трубін Анатолій Володимирович""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Casa Pia AC,3268,1534934,Abdu Dafe,2008-06-10,Portugal,,Mittelfeld - Zentrales Mittelfeld,2494469,2026-09-01,2027-06-30,59,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/abdu-dafe/profil/spieler/1534934"", ""https://www.transfermarkt.de/casa-pia-ac/kader/verein/3268/saison_id/2026/plus/1""]","[""46c579b1eb19164fba01c8bd47c735adbdd421817e19ed2bb311f55e8cc9ae36"", ""a3e2a5277eff3871e27db7ef969d3905123f5c71aebb08128024f85e9a547b72""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Abdu Dafe""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Casa Pia AC,3268,567516,Gabi,2000-04-18,Portugal,,Mittelfeld - Zentrales Mittelfeld,2494469,2026-07-10,2029-06-30,8,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/gabi/profil/spieler/567516"", ""https://www.transfermarkt.de/casa-pia-ac/kader/verein/3268/saison_id/2026/plus/1""]","[""6ae77096870082b49cae73cbf2b2463e308c2703dd6e668927d87b5c282c62fd"", ""a3e2a5277eff3871e27db7ef969d3905123f5c71aebb08128024f85e9a547b72""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Gabi""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,FC Famalicão,3329,1150372,Pato,2004-02-17,Mexiko,,Sturm - Mittelstürmer,2490398,2026-09-02,2027-06-30,33,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/pato/profil/spieler/1150372"", ""https://www.transfermarkt.de/fc-famalicao/kader/verein/3329/saison_id/2026/plus/1""]","[""27601c4607ad4a203f019fb9b2e5851a583de10d2dfaa9573840804ee2c62a3c"", ""52ed6f3f188fcbdc2398a013bd0aa1005388801741871711df5ab62761c66f72""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Pato""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,FC Famalicão,3329,724039,Γεώργιος Κούτσιας,2004-02-08,Griechenland,,Sturm - Mittelstürmer,2490398,2026-07-24,2031-06-30,70,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/georgios-koutsias/profil/spieler/724039"", ""https://www.transfermarkt.de/fc-famalicao/kader/verein/3329/saison_id/2026/plus/1""]","[""9ffb9c24dd71b72b26eb8dbae77a8478ba39558e051c2de37e6b827f61f7d957"", ""52ed6f3f188fcbdc2398a013bd0aa1005388801741871711df5ab62761c66f72""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Georgios Koutsias"",""Γεώργιος Κούτσιας""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Sporting Lissabon,336,546186,Γεώργιος Βαγιαννίδης,2001-09-12,Griechenland,,Abwehr - Rechter Verteidiger,2490382,2025-08-06,2030-06-30,13,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/georgios-vagiannidis/profil/spieler/546186"", ""https://www.transfermarkt.de/sporting-lissabon/kader/verein/336/saison_id/2026/plus/1""]","[""1e5e07e8a94157bbe0e9fbda7b753e53c2edd5b87b17ea28693748c8f2f9a3ac"", ""fce120a2b046675218521683927dd5d73c66a22ed96ac121140956eb3bee30ba""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Georgios Vagiannidis"",""Γεώργιος Βαγιαννίδης""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Académico Viseu FC,7788,211628,محمد بولديني,1995-11-27,Marokko,,Sturm - Mittelstürmer,2494468,2026-08-05,2027-06-30,9,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/mohamed-bouldini/profil/spieler/211628"", ""https://www.transfermarkt.de/academico-viseu-fc/kader/verein/7788/saison_id/2026/plus/1""]","[""2e794db9c874f662a1b1740acaa0f324fb151e8512818b398c9a21f289d3556e"", ""340241555ec1793a42690aa5ffe614fb73194989e73960db5786f409bd3783e4""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Mohamed Bouldini"",""محمد بولديني""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Académico Viseu FC,7788,584452,Νικόλαος Μιχελής,2001-03-23,Griechenland,,Abwehr - Innenverteidiger,2494468,2024-08-15,2028-06-30,2,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/nikolaos-michelis/profil/spieler/584452"", ""https://www.transfermarkt.de/academico-viseu-fc/kader/verein/7788/saison_id/2026/plus/1""]","[""6fe07221674555f4bfd05c719acbb657c2fee56d3bc0dbf0b0cc999bb3231f83"", ""340241555ec1793a42690aa5ffe614fb73194989e73960db5786f409bd3783e4""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Nikolaos Michelis"",""Νικόλαος Μιχελής""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,FC Arouca,8024,1154528,박시후,2007-08-18,Südkorea,,Sturm - Linksaußen,2494470,2026-07-04,2031-06-30,77,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/si-hoo-park/profil/spieler/1154528"", ""https://www.transfermarkt.de/fc-arouca/kader/verein/8024/saison_id/2026/plus/1""]","[""516aab70238a5a4b975b99ccc9445b7cce3ecc0f4b450dc52ac60c2c0f300812"", ""6d5fb999d4383d6530153089e5d24d04871a61220be98a161a65baf303fba2ae""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Si-hoo Park"",""박시후""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,FC Arouca,8024,1582293,Costinha,2008-08-04,Portugal,,Sturm - Rechtsaußen,2494470,2025-07-01,2027-06-30,,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/costinha/profil/spieler/1582293"", ""https://www.transfermarkt.de/fc-arouca/kader/verein/8024/saison_id/2026/plus/1""]","[""dab8f99b88704a1e944853bd92c294b76a8ccd5ce0fe61453f13845550f50e51"", ""6d5fb999d4383d6530153089e5d24d04871a61220be98a161a65baf303fba2ae""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Costinha""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Moreirense FC,979,1580906,Pedro Lucas Rodrigues Mendes de Jesus,2007-12-25,Brasilien,,Abwehr - Innenverteidiger,2490377,2026-07-01,2029-06-30,31,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/pedro-jesus/profil/spieler/1580906"", ""https://www.transfermarkt.de/moreirense-fc/kader/verein/979/saison_id/2026/plus/1""]","[""fa0400cd644a019043b7b78791005adc93820f6f4879f80729c07695a38426e1"", ""9aa16aff197b371e36892b5321c0c1db769f09802a8338c111eb56304e7798bc""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Pedro Jesus"",""Pedro Lucas Rodrigues Mendes de Jesus""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
POR1,Moreirense FC,979,811432,Alexandre Nicolas Duville-Parsemain,2003-05-27,Martinique Frankreich,,Sturm - Mittelstürmer,2490377,2026-07-02,2030-06-30,9,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/alexandre-parsemain/profil/spieler/811432"", ""https://www.transfermarkt.de/moreirense-fc/kader/verein/979/saison_id/2026/plus/1""]","[""677f085a91f131802d70efd810db649a02f929c3bad24dda85a4440abd7f58bc"", ""9aa16aff197b371e36892b5321c0c1db769f09802a8338c111eb56304e7798bc""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Alexandre Parsemain"",""Alexandre Nicolas Duville-Parsemain""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Alanyaspor,11282,1175619,Mahmut Can Kara,2006-01-01,Türkei,,Torwart,3145783,2026-07-01,2028-06-30,,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/mahmut-can-kara/profil/spieler/1175619"", ""https://www.transfermarkt.de/alanyaspor/kader/verein/11282/saison_id/2026/plus/1""]","[""f9f619cf8a60751e396afc6ec4c3182c2d3b6bd8ad4a6755a535cc800c19cddd"", ""433f3e66ff8083db45d3eda79b081cc9c234137060d5070be407da48d877ae43""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Mahmut Can Kara""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Alanyaspor,11282,1577095,Arouna Kigbafory Soro,2007-07-12,Elfenbeinküste,,Mittelfeld - Offensives Mittelfeld,3145783,2026-07-07,2031-06-30,32,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/arouna-soro/profil/spieler/1577095"", ""https://www.transfermarkt.de/alanyaspor/kader/verein/11282/saison_id/2026/plus/1""]","[""c4577c90883e60ab1e2f88342c5fd9d8f4e9201c71170b6c5bd8f5d63562c43b"", ""433f3e66ff8083db45d3eda79b081cc9c234137060d5070be407da48d877ae43""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Arouna Soro"",""Arouna Kigbafory Soro""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Kocaelispor,120,1303365,Arda Özyar,2007-04-16,Türkei,,Sturm - Mittelstürmer,3145754,2026-03-03,2031-06-30,17,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/arda-ozyar/profil/spieler/1303365"", ""https://www.transfermarkt.de/kocaelispor/kader/verein/120/saison_id/2026/plus/1""]","[""b146ccbdd801b2367e1f34b7b97e7c09debe93dc0e96aa2c57aa83dc768523ad"", ""bda2ed30c80e868d465811681293fb83205ade381ad18055d9cd750ca9ce7817""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Arda Özyar""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Kocaelispor,120,1423296,Talha Polat,2006-11-17,Türkei,,Torwart,3145754,2026-07-01,2027-06-30,,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/talha-polat/profil/spieler/1423296"", ""https://www.transfermarkt.de/kocaelispor/kader/verein/120/saison_id/2026/plus/1""]","[""099622816efa8a1a304005854b4b03a01fba39f1992a258d577af181dc38c379"", ""bda2ed30c80e868d465811681293fb83205ade381ad18055d9cd750ca9ce7817""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Talha Polat""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Kocaelispor,120,1438140,Hulusi Destici,2008-08-06,Türkei,,Mittelfeld - Defensives Mittelfeld,3145754,2026-08-17,2030-06-30,,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/hulusi-destici/profil/spieler/1438140"", ""https://www.transfermarkt.de/kocaelispor/kader/verein/120/saison_id/2026/plus/1""]","[""5456f3e338421732f3b20a615d23e06847caa5d58c87e0642ac5c335db780393"", ""bda2ed30c80e868d465811681293fb83205ade381ad18055d9cd750ca9ce7817""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Hulusi Destici""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Göztepe,1467,662332,Juan,2002-03-07,Brasilien,,Sturm - Mittelstürmer,3145820,2025-08-25,2029-06-30,9,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/juan/profil/spieler/662332"", ""https://www.transfermarkt.de/goztepe/kader/verein/1467/saison_id/2026/plus/1""]","[""9a7a5750e957c82c27c189f81a5f64f1f3f553a22b9c974558e5b199250b2fc0"", ""7e750ea20c17f8114b86f2de82ca9a2830fe95988c05d73fe5e72a2f70c29e0f""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Juan""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Konyaspor,2293,1304052,Ömer Çobanoğlu,2007-07-04,Türkei,,Mittelfeld - Defensives Mittelfeld,3145839,2026-07-01,2030-06-30,25,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/omer-cobanoglu/profil/spieler/1304052"", ""https://www.transfermarkt.de/konyaspor/kader/verein/2293/saison_id/2026/plus/1""]","[""caea011e382abe888648e08f7c94c486cff9e762d76790887560e40d47729c07"", ""069dc7281d9365629f14ccbc97a6efb86e052d5f21328d42e8d7b49edfa417e6""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Ömer Çobanoğlu""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Gaziantep FK,2832,1197999,Cemilhan Aslan,2008-05-07,Türkei,,Torwart,3145773,2026-01-01,2027-06-30,81,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/cemilhan-aslan/profil/spieler/1197999"", ""https://www.transfermarkt.de/gaziantep-fk/kader/verein/2832/saison_id/2026/plus/1""]","[""c8cca23fbca4d331ecc285be6e8c2cde3e84aa681434676430e754996f361722"", ""81446f340c520f2c5aff4253c251edc727d259530fe5221a6b24ee6cfb9e01e1""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Cemilhan Aslan""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Gaziantep FK,2832,1581187,Kadir Gümüş,2003-11-15,Türkei,,Sturm - Mittelstürmer,3145773,2026-07-07,2028-06-30,,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/kadir-gumus/profil/spieler/1581187"", ""https://www.transfermarkt.de/gaziantep-fk/kader/verein/2832/saison_id/2026/plus/1""]","[""f6136a6f94437f6cae55b6725583d73ff56fd523e6323b2fb503f1b74a9816e5"", ""81446f340c520f2c5aff4253c251edc727d259530fe5221a6b24ee6cfb9e01e1""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Kadir Gümüş""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
TUR1,Erzurumspor FK,39722,1487376,Yiğit Baran Karaoğlan,2006-02-16,Türkei,,Abwehr - Innenverteidiger,3145765,2026-07-01,2028-06-30,,0,NATIVE_FIFA0_CREATE_AFTER_SOL_REVIEW,"[""https://www.transfermarkt.de/yigit-baran-karaoglan/profil/spieler/1487376"", ""https://www.transfermarkt.de/erzurumspor-fk/kader/verein/39722/saison_id/2026/plus/1""]","[""1f5e4dba7655052890c4f030704ce18cca1020fc8b8291385afb93965f7774db"", ""aaa2316b00aefef231faf95d7f3e3871f7c712aaa423cb88c256177acd6d2902""]",HIGH,"{""native_corpus"":""data/generated/native08-integrated-20260912-01-reread/native_players.csv"",""native_rows_searched"":266764,""exact_dob_name_candidates"":0,""duplicate_review_index_leads"":0,""fuzzy_candidates_threshold"":0.6,""fuzzy_candidates"":0,""names_searched"":[""Yiğit Baran Karaoğlan""],""result"":""ZERO_DUPLICATE_CANDIDATES""}",ADULT_SCOPED_SQUAD_ZERO_DUPLICATE
