fm_id,fifa_id,dob,old_club_id,new_club_id,joined,contract_until,shirt_number,team_type,status,source,source_sha256,snapshot_date,loan_owner_club_id,loan_end,action,previous_loan_owner_club_id,previous_loan_start,previous_loan_end,previous_loan_buy_option,acquisition_seller_club_id,acquisition_event_key,acquisition_date,acquisition_source,acquisition_source_sha256,protected_condition_type,protected_condition_param0,protected_condition_param1,protected_condition_param2,protected_condition_param3,protected_condition_param4
100532,0,2006-04-05,1376560,1376283,2025-07-01,2026-06-30,22,FIRST,CONFIRMED,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
100534,0,2005-10-25,1376560,1376433,2025-07-01,2026-06-30,37,FIRST,CONFIRMED,https://www.transfermarkt.de/tsg-1899-hoffenheim-ii/kader/verein/983/saison_id/2026/plus/1,ab3835df09261faf7ddd2ed9c07b00f74ba9f141891a5f719f13e9b204f6234d,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
101926,0,2005-12-06,1376888,1376539,2026-08-28,2027-06-30,14,FIRST,CONFIRMED,https://www.transfermarkt.de/yusuf-wardak/profil/spieler/1274553,084c457c60a04543a87ed19bb92c60367aaa9eb3fa1eac7b3b05be062c79e12b,2026-09-12,1376280,2027-06-30,REPLACE_EXPIRED_LOAN,1376301,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
104502,81324,2004-07-25,1441800,2490381,2025-07-01,2029-06-30,39,RESERVE,CONFIRMED,https://www.transfermarkt.de/rio-ave-fc/kader/verein/2425/saison_id/2026/plus/1,37a8a108e9b2165ce80a23cc2e2c874e6dbc5c341de869d1bdffc8cd3bf8f10c,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
105000,263436,2001-07-23,1441882,1376418,2026-07-13,2029-06-30,8,FIRST,CONFIRMED,https://www.transfermarkt.de/guillermo-balzi/profil/spieler/896234,d59f06d9ca7549582ea4faf9f4ba1c3a6b50fde4303273b09066ae0157d35479,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,3407883,2025-07-01,2026-06-30,-1,0,6425533,,,,,,,,,
105009,233514,1998-01-22,1441882,1376420,2024-07-01,2026-06-30,4,FIRST,CONFIRMED,https://www.transfermarkt.de/vfl-osnabruck/kader/verein/81/saison_id/2026/plus/1,e705d735d9e41aeb7a7781affacb5ed1a2f31cc8fd9e319c826182a9e12937a6,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
105039,240119,1997-09-19,1441832,3145777,2025-07-01,2026-06-30,71,FIRST,CONFIRMED,https://www.transfermarkt.de/eyupspor/kader/verein/7160/saison_id/2026/plus/1,f4f3375da68b82c3bad1b9efcd11d29ed67584c0d829b173c80cc388820bec9c,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
105171,0,1996-09-11,1455254,786447,2025-07-01,2026-06-30,38,FIRST,CONFIRMED,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
105233,270009,2001-02-06,1454082,1376276,2024-07-01,2027-06-30,5,FIRST,CONFIRMED,https://www.transfermarkt.de/alemannia-aachen/kader/verein/8/saison_id/2026/plus/1,d50319c6c39283dd66c83e32c0e53c0fbab8eb26ba138f0fe6e86b3dfc2b9c0b,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
107259,70903,2005-10-23,1507348,917553,2018-07-01,2031-06-30,64,FIRST,CONFIRMED,https://www.transfermarkt.de/afc-bournemouth/kader/verein/989/saison_id/2026/plus/1,147ac73d9a94a634b365ebf6ee82ee4655d46b0d4aa0cba07b481ccc27a62359,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
107418,0,2003-05-31,1507330,2228233,2026-08-14,2030-06-30,4,FIRST,CONFIRMED,https://www.transfermarkt.de/mark-csinger/profil/spieler/705121,902a3b64d1081c759979931341755fe97c719fc482fdde5b7de9f87050d31a42,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,2818059,2025-07-01,2026-06-30,-1,0,6502894,,,,,,,,,
107480,0,2007-07-18,1507331,786442,2025-07-01,2026-06-30,4,FIRST,CONFIRMED,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
114549,0,2005-02-09,1703940,917524,2024-07-01,2028-06-30,30,FIRST,CONFIRMED,https://www.transfermarkt.de/afc-sunderland/kader/verein/289/saison_id/2026/plus/1,bd74ae0019b88eeaf201f5b09382a2f264e6feab18e637371f9e43576b711509,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1703944,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
117670,0,2006-06-09,1769746,1769487,2024-07-01,2027-06-30,59,FIRST,CONFIRMED,https://www.transfermarkt.de/davide-renzetti/profil/spieler/918957,d378a5988da7c20fe48ae0cf0b0de9981e26dff7576cc3ee7875662160947771,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1769487,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
117892,0,2005-01-31,1769551,1769533,2025-01-02,2028-06-30,70,FIRST,CONFIRMED,https://www.transfermarkt.de/kevin-martins/profil/spieler/724069,0e267f77c7bb71b1c16e989fce0defeb3ea40099d40ad06193f747ffdedf1572,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1769533,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
117961,0,2006-07-04,1769573,1769477,2021-07-01,2026-06-30,1,FIRST,CONFIRMED,https://www.transfermarkt.de/atalanta-bergamo/kader/verein/800/saison_id/2026/plus/1,9a4c6726ef3fd829ff169f005dc5a7ca3d6336fdc310c40507e034f19f82a022,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
118015,0,2005-03-26,1769509,1769483,2025-07-01,2029-06-30,27,FIRST,CONFIRMED,https://www.transfermarkt.de/marlon-ubani/profil/spieler/745595,fd467b906d276a0339b5d1b1cb331f7c9482b996556d9a2a0cf0ff57889a88b2,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1769483,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
118337,74343,2003-03-25,1769570,1376258,2026-08-04,2029-06-30,14,FIRST,CONFIRMED,https://www.transfermarkt.de/andrea-ceresoli/profil/spieler/567475,0f37c56784fbcfb02edeeb0e52cca98b657e557e0f9be792a42b57e432aaa89c,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1769477,2025-07-01,2026-06-30,-1,0,6483604,,,,,,,,,
118863,277734,2003-06-27,1769522,1769483,2022-07-01,2028-06-30,32,FIRST,CONFIRMED,https://www.transfermarkt.de/alexandru-borbei/profil/spieler/667640,b8ffcaf17bf0220297f52c47ea7bef53614a397bb7f2de7118eeb3f1c9f726fd,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1769483,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
128450,261971,2003-02-20,1847353,786442,2024-07-01,2027-06-30,20,FIRST,CONFIRMED,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,3342341,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
128672,0,2002-10-08,1839110,786443,2026-07-02,2027-06-30,4,FIRST,CONFIRMED,https://www.transfermarkt.de/oskars-vientiess/profil/spieler/576603,be981329bd1a281813878354c6c53126cf8edfee901644ebb87d421b7b033dd3,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1835011,2025-07-01,2026-06-30,-1,0,6360753,,,,,,,,,
128808,248834,1995-06-14,200709,1376301,2024-07-01,2026-06-30,8,FIRST,CONFIRMED,https://www.transfermarkt.de/sv-waldhof-mannheim/kader/verein/85/saison_id/2026/plus/1,34e998eba6b950fe72d328e27cb46b4a4d1c4b3c218c58557f9db9a44925ae39,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
136134,272977,2004-11-07,2228242,458788,2022-07-01,2028-06-30,14,FIRST,CONFIRMED,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
136179,257083,2002-12-16,2228262,1179664,2026-07-01,2027-06-30,11,FIRST,CONFIRMED,https://www.transfermarkt.de/rc-lens/kader/verein/826/saison_id/2026/plus/1,7fb4fc29a59ca1fd1875a851a1378fb40304c090e369d517a86f6d13f80ab3c8,2026-09-12,2228262,2027-06-30,SQUAD,0,,,0,0,,,,,,,,,,
136391,0,2006-01-23,2228243,2228225,2026-07-21,2027-06-30,46,FIRST,CONFIRMED,https://www.transfermarkt.de/yannick-eduardo/profil/spieler/930998,02ffabd4dc194e9b04d544a119b7ea12249510875c039b0d248d0d5e49a0be27,2026-09-12,1376433,2027-06-30,REPLACE_EXPIRED_LOAN,1376555,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
136516,256877,2001-01-24,2228245,2228225,2024-07-01,2028-06-30,10,FIRST,CONFIRMED,https://www.transfermarkt.de/ado-den-haag/kader/verein/1268/saison_id/2026/plus/1,474b264b880fdda2bb882ff0c9f03309d423ae1b25e36c87a1da879d192c71b0,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
136520,73004,2000-07-04,2228245,1376429,2026-09-01,2028-06-30,23,FIRST,CONFIRMED,https://www.transfermarkt.de/filimon-gerezgiher/profil/spieler/453307,4c823a295c3084f219e83ec66007574da198808d8ecbf1c87ee23a1b96ec6e2e,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1376432,2025-07-01,2026-06-30,-1,0,6554167,,,,,,,,,
136521,0,1999-01-19,2228245,2228225,2024-07-01,2029-06-30,6,FIRST,CONFIRMED,https://www.transfermarkt.de/ado-den-haag/kader/verein/1268/saison_id/2026/plus/1,474b264b880fdda2bb882ff0c9f03309d423ae1b25e36c87a1da879d192c71b0,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
136794,0,2003-02-05,2228251,2228239,2023-07-01,2028-06-30,24,FIRST,CONFIRMED,https://www.transfermarkt.de/willem-ii-tilburg/kader/verein/403/saison_id/2026/plus/1,032766443b9dd7e08c2a2a00943278f8412892d9f759e398b82d7ef4e594d0db,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,458787,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
136992,0,2004-06-07,2228255,2228252,2026-08-01,2027-06-30,21,FIRST,CONFIRMED,https://www.transfermarkt.de/fofin-turay/profil/spieler/671736,c987ecf774ebfa53f0743bfd084962f382edda70471e643f65162ca6117db1d7,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,2228233,2025-07-01,2026-06-30,-1,0,6500718,,,,,,,,,
142430,246757,2002-01-01,2359305,1376283,2022-07-01,2026-06-30,6,FIRST,CONFIRMED,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
142923,74175,2001-09-16,2359300,786439,2024-07-01,2026-06-30,5,FIRST,CONFIRMED,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
143353,0,2005-01-07,2359302,458780,2024-07-01,2030-06-30,29,FIRST,CONFIRMED,https://www.transfermarkt.de/union-saint-gilloise/kader/verein/3948/saison_id/2026/plus/1,6678f90f37564c9f8683b893f1bf4bed395816093e2ee4489ebbda3dc900e98e,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
143859,0,2005-10-18,2359341,2228253,2024-07-01,2028-06-30,15,FIRST,CONFIRMED,https://www.transfermarkt.de/sc-cambuur-leeuwarden/kader/verein/133/saison_id/2026/plus/1,d35d182879e0c29fde9680e0bd938bd8a58eee080d1c036222e78600c9bbc8b6,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
148162,276735,1999-02-16,2424906,1376275,2025-02-03,2029-06-30,15,FIRST,CONFIRMED,https://www.transfermarkt.de/imad-rondic/profil/spieler/464154,433e10e7bf38d2e80ac18dd47486f122bff7bb09e53cc28349cdf8d6d5859803,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1376275,2025-07-01,2026-06-30,-1,0,6145785,,,,,,,,,
148163,268098,2002-02-21,2424906,786439,2025-07-01,2026-06-30,88,FIRST,CONFIRMED,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
148921,274729,2003-07-21,2424864,786446,2019-07-01,2028-06-30,15,FIRST,CONFIRMED,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,3211268,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
149155,252470,2003-04-10,2424840,2490378,2026-08-13,2027-06-30,20,FIRST,CONFIRMED,https://www.transfermarkt.de/matchoi-djalo/profil/spieler/685887,ef236821a28d49016a1595900f580db8e718cf9180e8c45e963b26606fbec473,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,3145841,2025-07-01,2026-06-30,-1,0,6502002,,,,,,,,,
153022,0,2003-04-06,2490383,2490388,2023-07-01,2030-06-30,41,FIRST,CONFIRMED,https://www.transfermarkt.de/cd-santa-clara/kader/verein/2423/saison_id/2026/plus/1,996787cc90623dddfd5c425ca2df6aae95f8fd62b8b5cfb03677a214be6550e2,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,2490388,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
153208,0,2000-04-18,2494490,2494469,2023-07-01,2026-06-30,18,FIRST,CONFIRMED,https://www.transfermarkt.de/casa-pia-ac/kader/verein/3268/saison_id/2026/plus/1,a3e2a5277eff3871e27db7ef969d3905123f5c71aebb08128024f85e9a547b72,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
153246,256138,1999-09-06,2494468,2494468,2025-07-01,2027-06-30,41,FIRST,CONFIRMED,https://www.transfermarkt.de/academico-viseu-fc/kader/verein/7788/saison_id/2026/plus/1,340241555ec1793a42690aa5ffe614fb73194989e73960db5786f409bd3783e4,2026-09-12,0,,SQUAD,0,,,0,0,,,,,,,,,,
153390,0,2009-01-14,2490376,2490376,2025-07-01,2028-06-30,68,RESERVE,CONFIRMED,https://www.transfermarkt.de/cs-maritimo/kader/verein/1301/saison_id/2026/plus/1,5cfc233404ec9b89440eac630270b3e1ade7aaa468abf0d7c72a774e94f85e1b,2026-09-12,0,,SQUAD,0,,,0,0,,,,,,,,,,
153399,0,2007-02-08,2490376,2490376,2025-07-01,2027-06-30,16,RESERVE,CONFIRMED,https://www.transfermarkt.de/cs-maritimo/kader/verein/1301/saison_id/2026/plus/1,5cfc233404ec9b89440eac630270b3e1ade7aaa468abf0d7c72a774e94f85e1b,2026-09-12,0,,SQUAD,0,,,0,0,,,,,,,,,,
154841,0,2005-12-07,2494483,2490393,2025-07-01,2026-06-30,10,FIRST,CONFIRMED,https://www.transfermarkt.de/fc-alverca/kader/verein/2521/saison_id/2026/plus/1,7f5d01cde12ec5554a0cdae5ccc699031abd54d7e473e99ebf2c44e9a519b8ae,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
154993,0,2004-07-08,2490401,2490393,2025-07-01,2027-06-30,70,FIRST,CONFIRMED,https://www.transfermarkt.de/fc-alverca/kader/verein/2521/saison_id/2026/plus/1,7f5d01cde12ec5554a0cdae5ccc699031abd54d7e473e99ebf2c44e9a519b8ae,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
177426,0,2004-08-26,2822150,790564,2026-09-08,2028-06-30,87,FIRST,CONFIRMED,https://www.transfermarkt.de/vladimir-perisic/profil/spieler/760492,a1d698698520b8561ac8e656f5e451c785be29eb6ae5a08a979a5b2d4ba2e153,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,786441,2025-07-01,2026-06-30,-1,0,6577635,,,,,,,,,
177428,0,2003-07-07,2822150,471041,2026-07-01,2028-06-30,7,FIRST,CONFIRMED,https://www.transfermarkt.de/matyas-kovacs/profil/spieler/720939,df7b94b290acd8e895802a1a03bfa9704c1a50c11bb26ac6902b650c32eac74c,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1507331,2025-07-01,2026-06-30,-1,0,6369989,,,,,,,,,
177626,0,2004-05-10,2818052,786450,2019-07-01,2026-06-30,1,FIRST,CONFIRMED,https://www.transfermarkt.de/fc-viktoria-pilsen/kader/verein/941/saison_id/2026/plus/1,996e90d35b62a49d97cf67985e3302e6eb90152f4e1be1f533a26fcd90f8e7ac,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
177717,263548,2000-06-01,2818060,786450,2015-07-01,2027-06-30,6,FIRST,CONFIRMED,https://www.transfermarkt.de/fc-viktoria-pilsen/kader/verein/941/saison_id/2026/plus/1,996e90d35b62a49d97cf67985e3302e6eb90152f4e1be1f533a26fcd90f8e7ac,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,786450,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
177718,0,2000-07-29,2818060,790538,2024-07-01,2027-06-30,29,FIRST,CONFIRMED,https://www.transfermarkt.de/fk-pardubice/kader/verein/1496/saison_id/2026/plus/1,ff994ed3554101d4e2a5377d206e013ac142ca4f73f68a0c406e2cc0d305e0ef,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,790538,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
178085,0,2004-04-20,2830366,786461,2026-01-01,2027-06-30,33,FIRST,CONFIRMED,https://www.transfermarkt.de/alexandr-urban/profil/spieler/935842,6cb55b42d00b103bc20759f7edebc51c9c76862c9584785512c4e3d2959bb83b,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,786461,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
187814,75126,2007-12-26,3014661,1769516,2022-07-01,2031-06-30,15,FIRST,CONFIRMED,https://www.transfermarkt.de/como-1907/kader/verein/1047/saison_id/2026/plus/1,1f259087599c65750b2257df008378cf4b410dc38125151fd739b58162c63ff3,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
187821,76869,2006-12-20,3014661,458788,2026-07-01,2029-06-30,29,FIRST,CONFIRMED,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,2026-09-12,3014661,2027-06-30,SQUAD,0,,,0,0,,,,,,,,,,
187993,255900,2002-02-01,3018753,1769533,2026-08-31,2027-06-30,1,FIRST,CONFIRMED,https://www.transfermarkt.de/noel-tornqvist/profil/spieler/730531,58ebd1034f373f855be9c24e30adaea7c9a8c24bfa5cdfc479e2114db4c7cea1,2026-09-12,1769516,2027-06-30,REPLACE_EXPIRED_LOAN,3027925,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
188090,74624,2006-04-24,3014663,2949137,2024-07-01,2030-06-30,1,FIRST,CONFIRMED,https://www.transfermarkt.de/racing-santander/kader/verein/630/saison_id/2026/plus/1,18a40c3ef461fb12859ab644f10535935a6e0f3b45aa680347aab5a3a4eda60f,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
188142,276769,2005-07-03,3014671,786439,2023-07-01,2026-06-30,19,FIRST,CONFIRMED,https://www.transfermarkt.de/sk-sigma-olmutz/kader/verein/2311/saison_id/2026/plus/1,c61d1f22a4e21ac99834db236d5c613fdf98db28632452029778a0c82954b875,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
188296,254514,2000-09-29,3014673,2490394,2023-07-01,2028-06-30,25,FIRST,CONFIRMED,https://www.transfermarkt.de/cf-estrela-amadora/kader/verein/2431/saison_id/2026/plus/1,518e3a2e95f5774700d01db49dd50f80d4ccbc790493950412b68c785a7de654,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
193692,258834,2004-02-08,3080210,2490398,2025-07-01,2028-06-30,9,FIRST,CONFIRMED,https://www.transfermarkt.de/fc-famalicao/kader/verein/3329/saison_id/2026/plus/1,52ed6f3f188fcbdc2398a013bd0aa1005388801741871711df5ab62761c66f72,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,6225921,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
194528,250766,2000-06-27,3080197,1376348,2026-09-01,2027-06-30,30,FIRST,CONFIRMED,https://www.transfermarkt.de/kastriot-imeri/profil/spieler/469957,ea1dab29dfac23f0e4bad6c5058268ba44c22f483507190a5a66a073ee12cd91,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,3080193,2025-07-01,2026-06-30,-1,0,6554624,,,,,,,,,
199880,231352,1997-10-02,3145824,917506,2025-07-01,2027-06-30,9,FIRST,CONFIRMED,https://www.transfermarkt.de/aston-villa/kader/verein/405/saison_id/2026/plus/1,66b9b7fdd741084e821d291249f5bdc0fe382243be248d861c1137a95e82f15d,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,1769476,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
199892,267594,2000-08-07,3145824,786441,2023-07-01,2028-06-30,39,FIRST,CONFIRMED,https://www.transfermarkt.de/sk-slavia-prag/kader/verein/62/saison_id/2026/plus/1,ab5b3ad613592069fe87ed798140f18d5a2969fea81a54ddd36b6738aad74f72,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,2490372,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
199975,217007,1992-10-09,3145777,3149867,2024-07-01,2026-06-30,9,FIRST,CONFIRMED,https://www.transfermarkt.de/corum-fk/kader/verein/37951/saison_id/2026/plus/1,09798c50638e371505f186cb7a6cb29472c2df6e777856de0739225fb6d74803,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
199991,278369,2004-06-22,3145777,3145754,2026-07-05,2028-06-30,5,FIRST,CONFIRMED,https://www.transfermarkt.de/emir-ortakaya/profil/spieler/727081,88075f3bf977025cb6937c4ed0fed0a9f241c08a33f3e72added0b4111e476ce,2026-09-12,0,,RESOLVE_EXPIRED_LOAN,3145823,2025-07-01,2026-06-30,-1,0,6404121,,,,,,,,,
200015,72887,1995-11-13,3145820,1376283,2023-07-01,2026-06-30,5,FIRST,CONFIRMED,https://www.transfermarkt.de/karlsruher-sc/kader/verein/48/saison_id/2026/plus/1,502be878e53560db93a5e23bc70c24b09c8a3f9aa264941d3a29a99a7083b789,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
200031,238587,1996-11-28,3145820,3149867,2023-07-01,2027-06-30,8,FIRST,CONFIRMED,https://www.transfermarkt.de/corum-fk/kader/verein/37951/saison_id/2026/plus/1,09798c50638e371505f186cb7a6cb29472c2df6e777856de0739225fb6d74803,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
200114,271002,2001-01-20,3145843,3145856,2025-07-01,2027-06-30,6,FIRST,CONFIRMED,https://www.transfermarkt.de/amed-sk/kader/verein/12382/saison_id/2026/plus/1,1c63291a94e83ca8d551f2c91a8979d5cadd6cad24fc5cbcdc3500f54ff03b8e,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
200205,194372,1989-11-05,3145783,3145765,2023-07-01,2026-06-30,1,FIRST,CONFIRMED,https://www.transfermarkt.de/erzurumspor-fk/kader/verein/39722/saison_id/2026/plus/1,aaa2316b00aefef231faf95d7f3e3871f7c712aaa423cb88c256177acd6d2902,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
200274,241821,1998-06-04,3145745,3145745,2026-09-04,2030-06-30,18,FIRST,CONFIRMED,https://www.transfermarkt.de/samsunspor/kader/verein/152/saison_id/2026/plus/1,4e99640342d6c03de82a839147f9c53a0cc4bc14523c727d2894fc2df5432171,2026-09-12,0,,SQUAD,0,,,0,0,,,,,,,,,,
200299,0,2006-01-01,3145773,3145773,2025-07-01,2027-06-30,95,FIRST,CONFIRMED,https://www.transfermarkt.de/gaziantep-fk/kader/verein/2832/saison_id/2026/plus/1,81446f340c520f2c5aff4253c251edc727d259530fe5221a6b24ee6cfb9e01e1,2026-09-12,0,,SQUAD,0,,,0,0,,,,,,,,,,
200488,193461,1990-03-27,3149900,3149867,2024-07-01,2026-06-30,16,FIRST,CONFIRMED,https://www.transfermarkt.de/corum-fk/kader/verein/37951/saison_id/2026/plus/1,09798c50638e371505f186cb7a6cb29472c2df6e777856de0739225fb6d74803,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
200582,199683,1992-02-01,3145814,3145843,2021-07-01,2026-06-30,2,FIRST,CONFIRMED,https://www.transfermarkt.de/kasimpasa/kader/verein/10484/saison_id/2026/plus/1,c67384cb86e5ab0489a71469deab8847f74c6c6c97729fe8853bfdf343f41060,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
200980,275694,2002-07-01,3149915,3145777,2026-02-06,2027-06-30,4,FIRST,CONFIRMED,https://www.transfermarkt.de/anil-yasar/profil/spieler/685329,88a41d2e0ab823db25db2f4a281081d3dd736dd873adcaf7952519130f2e4924,2026-09-12,3145837,2027-06-30,REPLACE_EXPIRED_LOAN,3145837,2025-07-01,2026-06-30,-1,0,,,,,,,,,,
200986,75892,2007-04-20,3145825,3145825,2025-07-01,2029-06-30,73,FIRST,CONFIRMED,https://www.transfermarkt.de/galatasaray/kader/verein/141/saison_id/2026/plus/1,66f1195fdd6d32bc947bb726ca4925adf5e39b928cebbb291569108f880a8f16,2026-09-12,0,,SQUAD,0,,,0,0,,,,,,,,,,
201012,239333,1998-05-13,3145838,3145777,2025-07-01,2026-06-30,7,FIRST,CONFIRMED,https://www.transfermarkt.de/eyupspor/kader/verein/7160/saison_id/2026/plus/1,f4f3375da68b82c3bad1b9efcd11d29ed67584c0d829b173c80cc388820bec9c,2026-09-12,0,,MOVE_PRESERVE_METADATA,0,,,0,0,,,,,,,,,,
